frame.time_relative,frame.time_delta,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
0.192520000,0.091728000,6,60,10.0.0.2,36674,192.0.66.108,443,0,0,0
0.361298000,0.095336000,8,48,192.0.66.108,443,10.0.0.2,36674,0,0,1
0.458230000,0.096932000,9,40,10.0.0.2,36674,192.0.66.108,443,0,1,1
0.458298000,0.000068000,10,442,10.0.0.2,36674,192.0.66.108,443,402,1,1
0.484843000,0.026545000,11,40,192.0.66.108,443,10.0.0.2,36674,0,1,403
0.582718000,0.097875000,12,1436,192.0.66.108,443,10.0.0.2,36674,1396,1,403
0.582773000,0.000055000,13,1049,192.0.66.108,443,10.0.0.2,36674,1009,1397,403
0.673911000,0.091138000,14,40,10.0.0.2,36674,192.0.66.108,443,0,403,1397
0.673998000,0.000087000,15,40,10.0.0.2,36674,192.0.66.108,443,0,403,2406
0.680674000,0.006676000,16,120,10.0.0.2,36674,192.0.66.108,443,80,403,2406
0.792063000,0.111389000,17,327,192.0.66.108,443,10.0.0.2,36674,287,2406,483
0.792098000,0.000035000,18,327,192.0.66.108,443,10.0.0.2,36674,287,2693,483
0.885417000,0.093319000,19,181,10.0.0.2,36674,192.0.66.108,443,141,483,2693
0.927105000,0.041688000,20,40,10.0.0.2,36674,192.0.66.108,443,0,624,2980
0.969559000,0.042454000,21,373,192.0.66.108,443,10.0.0.2,36674,333,2980,624
1.066236000,0.096677000,22,40,10.0.0.2,36674,192.0.66.108,443,0,624,3313
1.198137000,0.094104000,27,60,10.0.0.2,36676,192.0.66.108,443,0,0,0
1.329955000,0.131818000,28,48,192.0.66.108,443,10.0.0.2,36676,0,0,1
1.426711000,0.096756000,29,40,10.0.0.2,36676,192.0.66.108,443,0,1,1
1.426734000,0.000023000,30,446,10.0.0.2,36676,192.0.66.108,443,406,1,1
1.456587000,0.029853000,31,40,192.0.66.108,443,10.0.0.2,36676,0,1,407
1.545989000,0.089402000,32,1436,192.0.66.108,443,10.0.0.2,36676,1396,1,407
1.546068000,0.000079000,33,1048,192.0.66.108,443,10.0.0.2,36676,1008,1397,407
1.642916000,0.096848000,34,40,10.0.0.2,36676,192.0.66.108,443,0,407,1397
1.642941000,0.000025000,35,40,10.0.0.2,36676,192.0.66.108,443,0,407,2405
1.642943000,0.000002000,36,120,10.0.0.2,36676,192.0.66.108,443,80,407,2405
1.761795000,0.118852000,37,327,192.0.66.108,443,10.0.0.2,36676,287,2405,487
1.761862000,0.000067000,38,327,192.0.66.108,443,10.0.0.2,36676,287,2692,487
1.853768000,0.091906000,39,185,10.0.0.2,36676,192.0.66.108,443,145,487,2692
1.896172000,0.042404000,40,40,10.0.0.2,36676,192.0.66.108,443,0,632,2979
1.946467000,0.050295000,41,1431,192.0.66.108,443,10.0.0.2,36676,1391,2979,632
1.947918000,0.001451000,42,1436,192.0.66.108,443,10.0.0.2,36676,1396,4370,632
1.947968000,0.000050000,43,1426,192.0.66.108,443,10.0.0.2,36676,1386,5766,632
1.947973000,0.000005000,44,1436,192.0.66.108,443,10.0.0.2,36676,1396,8548,632
1.947976000,0.000003000,45,1436,192.0.66.108,443,10.0.0.2,36676,1396,7152,632
1.947979000,0.000003000,46,1436,192.0.66.108,443,10.0.0.2,36676,1396,9944,632
1.947983000,0.000004000,47,1436,192.0.66.108,443,10.0.0.2,36676,1396,11340,632
1.963250000,0.015267000,48,1436,192.0.66.108,443,10.0.0.2,36676,1396,14132,632
1.963322000,0.000072000,49,1436,192.0.66.108,443,10.0.0.2,36676,1396,12736,632
1.978061000,0.014739000,50,1436,192.0.66.108,443,10.0.0.2,36676,1396,15528,632
1.979405000,0.001344000,51,1436,192.0.66.108,443,10.0.0.2,36676,1396,16924,632
2.034799000,0.055394000,52,40,10.0.0.2,36676,192.0.66.108,443,0,632,4370
2.034866000,0.000067000,53,64,10.0.0.2,36674,192.0.66.108,443,24,624,3313
2.034871000,0.000005000,54,40,10.0.0.2,36674,192.0.66.108,443,0,648,3313
2.040595000,0.005724000,55,40,10.0.0.2,36676,192.0.66.108,443,0,632,5766
2.046459000,0.005864000,56,40,10.0.0.2,36676,192.0.66.108,443,0,632,7152
2.052883000,0.006424000,57,40,10.0.0.2,36676,192.0.66.108,443,0,632,7152
2.059316000,0.006433000,58,40,10.0.0.2,36676,192.0.66.108,443,0,632,9944
2.065111000,0.005795000,59,40,10.0.0.2,36676,192.0.66.108,443,0,632,11340
2.067764000,0.002653000,60,1436,192.0.66.108,443,10.0.0.2,36676,1396,18320,632
2.067817000,0.000053000,61,1436,192.0.66.108,443,10.0.0.2,36676,1396,21112,632
2.067824000,0.000007000,62,1436,192.0.66.108,443,10.0.0.2,36676,1396,19716,632
2.070662000,0.002838000,63,40,10.0.0.2,36676,192.0.66.108,443,0,632,12736
2.076674000,0.006012000,64,40,10.0.0.2,36676,192.0.66.108,443,0,632,12736
2.083210000,0.006536000,65,40,10.0.0.2,36676,192.0.66.108,443,0,632,15528
2.088745000,0.005535000,66,40,10.0.0.2,36676,192.0.66.108,443,0,632,16924
2.095018000,0.006273000,67,40,10.0.0.2,36676,192.0.66.108,443,0,632,18320
2.117204000,0.022186000,68,40,192.0.66.108,443,10.0.0.2,36674,0,3313,649
2.122430000,0.005226000,69,1436,192.0.66.108,443,10.0.0.2,36676,1396,22508,632
2.122512000,0.000082000,70,1436,192.0.66.108,443,10.0.0.2,36676,1396,23904,632
2.131080000,0.008568000,71,1436,192.0.66.108,443,10.0.0.2,36676,1396,25300,632
2.131118000,0.000038000,72,1436,192.0.66.108,443,10.0.0.2,36676,1396,26696,632
2.147175000,0.016057000,73,1436,192.0.66.108,443,10.0.0.2,36676,1396,28092,632
2.147224000,0.000049000,74,1436,192.0.66.108,443,10.0.0.2,36676,1396,29488,632
2.160861000,0.013637000,75,40,10.0.0.2,36676,192.0.66.108,443,0,632,19716
2.160903000,0.000042000,76,40,10.0.0.2,36676,192.0.66.108,443,0,632,19716
2.162262000,0.001359000,77,1436,192.0.66.108,443,10.0.0.2,36676,1396,30884,632
2.162276000,0.000014000,78,1436,192.0.66.108,443,10.0.0.2,36676,1396,32280,632
2.166689000,0.004413000,79,40,10.0.0.2,36676,192.0.66.108,443,0,632,22508
2.186943000,0.020254000,80,1436,192.0.66.108,443,10.0.0.2,36676,1396,33676,632
2.187018000,0.000075000,81,1436,192.0.66.108,443,10.0.0.2,36676,1396,35072,632
2.193644000,0.006626000,82,1436,192.0.66.108,443,10.0.0.2,36676,1396,36468,632
2.193723000,0.000079000,83,1436,192.0.66.108,443,10.0.0.2,36676,1396,37864,632
2.202712000,0.008989000,84,40,10.0.0.2,36674,192.0.66.108,443,0,649,3314
2.209213000,0.006501000,85,40,10.0.0.2,36676,192.0.66.108,443,0,632,23904
2.214420000,0.005207000,86,40,10.0.0.2,36676,192.0.66.108,443,0,632,25300
2.220245000,0.005825000,87,40,10.0.0.2,36676,192.0.66.108,443,0,632,26696
2.227012000,0.006767000,88,40,10.0.0.2,36676,192.0.66.108,443,0,632,28092
2.236490000,0.009478000,89,1436,192.0.66.108,443,10.0.0.2,36676,1396,39260,632
2.236525000,0.000035000,90,1436,192.0.66.108,443,10.0.0.2,36676,1396,40656,632
2.236528000,0.000003000,91,1436,192.0.66.108,443,10.0.0.2,36676,1396,42052,632
2.236530000,0.000002000,92,1436,192.0.66.108,443,10.0.0.2,36676,1396,43448,632
2.239255000,0.002725000,93,40,10.0.0.2,36676,192.0.66.108,443,0,632,30884
2.241010000,0.001755000,94,1436,192.0.66.108,443,10.0.0.2,36676,1396,46240,632
2.241036000,0.000026000,95,1436,192.0.66.108,443,10.0.0.2,36676,1396,44844,632
2.256068000,0.015032000,96,1436,192.0.66.108,443,10.0.0.2,36676,1396,47636,632
2.256128000,0.000060000,97,1436,192.0.66.108,443,10.0.0.2,36676,1396,49032,632
2.257879000,0.001751000,98,40,10.0.0.2,36676,192.0.66.108,443,0,632,33676
2.269625000,0.011746000,99,1436,192.0.66.108,443,10.0.0.2,36676,1396,50428,632
2.271054000,0.001429000,100,1436,192.0.66.108,443,10.0.0.2,36676,1396,51824,632
2.282490000,0.011436000,101,40,10.0.0.2,36676,192.0.66.108,443,0,632,36468
2.284109000,0.001619000,102,1436,192.0.66.108,443,10.0.0.2,36676,1396,53220,632
2.284187000,0.000078000,103,1436,192.0.66.108,443,10.0.0.2,36676,1396,54616,632
2.294226000,0.010039000,104,40,10.0.0.2,36676,192.0.66.108,443,0,632,39260
2.303062000,0.008836000,105,1436,192.0.66.108,443,10.0.0.2,36676,1396,56012,632
2.303129000,0.000067000,106,1436,192.0.66.108,443,10.0.0.2,36676,1396,57408,632
2.311708000,0.008579000,107,1436,192.0.66.108,443,10.0.0.2,36676,1396,58804,632
2.311757000,0.000049000,108,1436,192.0.66.108,443,10.0.0.2,36676,1396,60200,632
2.325554000,0.013797000,109,1436,192.0.66.108,443,10.0.0.2,36676,1396,61596,632
2.325584000,0.000030000,110,1436,192.0.66.108,443,10.0.0.2,36676,1396,62992,632
2.330143000,0.004559000,111,40,10.0.0.2,36676,192.0.66.108,443,0,632,42052
2.334644000,0.004501000,112,1436,192.0.66.108,443,10.0.0.2,36676,1396,64388,632
2.334720000,0.000076000,113,1436,192.0.66.108,443,10.0.0.2,36676,1396,65784,632
2.341753000,0.007033000,114,40,10.0.0.2,36676,192.0.66.108,443,0,632,44844
2.342119000,0.000366000,115,1436,192.0.66.108,443,10.0.0.2,36676,1396,68576,632
2.342197000,0.000078000,116,1436,192.0.66.108,443,10.0.0.2,36676,1396,67180,632
2.347358000,0.005161000,117,40,10.0.0.2,36676,192.0.66.108,443,0,632,44844
2.348436000,0.001078000,118,1436,192.0.66.108,443,10.0.0.2,36676,1396,69972,632
