frame.time_relative,frame.number,frame.len,ip.src,udp.srcport,ip.dst,udp.dstport,udp.length
0.000000000,1,54,10.0.0.2,47789,10.255.255.254,53,34
0.000058000,2,54,10.0.0.2,47789,10.255.255.254,53,34
0.031258000,3,376,10.255.255.254,53,10.0.0.2,47789,356
0.031314000,4,388,10.255.255.254,53,10.0.0.2,47789,368
4.557946000,26,58,10.0.0.2,59312,10.255.255.254,53,38
4.557961000,27,58,10.0.0.2,59312,10.255.255.254,53,38
4.687426000,28,355,10.255.255.254,53,10.0.0.2,59312,335
4.689918000,29,367,10.255.255.254,53,10.0.0.2,59312,347
