_ws.col.Time,frame.time_relative,tcp.time_relative,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
05:21:45.432717,0.626469000,0.626469000,258,52,100.64.0.2,32796,172.26.191.172,8081,0,1,20009
05:21:45.432720,0.626472000,0.626472000,259,52,100.64.0.2,32796,172.26.191.172,8081,0,1,20253
05:21:45.432723,0.626475000,0.626475000,260,52,100.64.0.2,32796,172.26.191.172,8081,0,1,20497
05:21:45.432726,0.626478000,0.626478000,261,52,100.64.0.2,32796,172.26.191.172,8081,0,1,20741
05:21:45.433052,0.626804000,0.626804000,262,296,172.26.191.172,8081,100.64.0.2,32796,244,41481,1
05:21:45.433059,0.626811000,0.626811000,263,296,172.26.191.172,8081,100.64.0.2,32796,244,41725,1
05:21:45.433786,0.627538000,0.627538000,264,296,172.26.191.172,8081,100.64.0.2,32796,244,41969,1
05:21:45.433792,0.627544000,0.627544000,265,296,172.26.191.172,8081,100.64.0.2,32796,244,42213,1
05:21:45.435097,0.628849000,0.628849000,266,296,172.26.191.172,8081,100.64.0.2,32796,244,42457,1
05:21:45.435102,0.628854000,0.628854000,267,296,172.26.191.172,8081,100.64.0.2,32796,244,42701,1
05:21:45.436454,0.630206000,0.630206000,268,296,172.26.191.172,8081,100.64.0.2,32796,244,42945,1
05:21:45.436463,0.630215000,0.630215000,269,296,172.26.191.172,8081,100.64.0.2,32796,244,43189,1
05:21:45.437803,0.631555000,0.631555000,270,296,172.26.191.172,8081,100.64.0.2,32796,244,43433,1
05:21:45.437811,0.631563000,0.631563000,271,296,172.26.191.172,8081,100.64.0.2,32796,244,43677,1
05:21:45.444170,0.637922000,0.637922000,272,52,100.64.0.2,32796,172.26.191.172,8081,0,1,20985
05:21:45.444175,0.637927000,0.637927000,273,52,100.64.0.2,32796,172.26.191.172,8081,0,1,21229
05:21:45.444188,0.637940000,0.637940000,274,52,100.64.0.2,32796,172.26.191.172,8081,0,1,21473
05:21:45.444191,0.637943000,0.637943000,275,52,100.64.0.2,32796,172.26.191.172,8081,0,1,21717
05:21:45.444193,0.637945000,0.637945000,276,52,100.64.0.2,32796,172.26.191.172,8081,0,1,21961
05:21:45.444490,0.638242000,0.638242000,277,296,172.26.191.172,8081,100.64.0.2,32796,244,43921,1
05:21:45.444498,0.638250000,0.638250000,278,296,172.26.191.172,8081,100.64.0.2,32796,244,44165,1
05:21:45.445188,0.638940000,0.638940000,279,296,172.26.191.172,8081,100.64.0.2,32796,244,44409,1
05:21:45.445195,0.638947000,0.638947000,280,296,172.26.191.172,8081,100.64.0.2,32796,244,44653,1
05:21:45.446505,0.640257000,0.640257000,281,296,172.26.191.172,8081,100.64.0.2,32796,244,44897,1
05:21:45.446512,0.640264000,0.640264000,282,296,172.26.191.172,8081,100.64.0.2,32796,244,45141,1
05:21:45.447838,0.641590000,0.641590000,283,296,172.26.191.172,8081,100.64.0.2,32796,244,45385,1
05:21:45.447848,0.641600000,0.641600000,284,296,172.26.191.172,8081,100.64.0.2,32796,244,45629,1
05:21:45.449141,0.642893000,0.642893000,285,296,172.26.191.172,8081,100.64.0.2,32796,244,45873,1
05:21:45.449150,0.642902000,0.642902000,286,296,172.26.191.172,8081,100.64.0.2,32796,244,46117,1
05:21:45.458008,0.651760000,0.651760000,287,52,100.64.0.2,32796,172.26.191.172,8081,0,1,22205
05:21:45.458014,0.651766000,0.651766000,288,52,100.64.0.2,32796,172.26.191.172,8081,0,1,22449
05:21:45.458017,0.651769000,0.651769000,289,52,100.64.0.2,32796,172.26.191.172,8081,0,1,22693
05:21:45.458020,0.651772000,0.651772000,290,52,100.64.0.2,32796,172.26.191.172,8081,0,1,22937
05:21:45.458023,0.651775000,0.651775000,291,52,100.64.0.2,32796,172.26.191.172,8081,0,1,23181
05:21:45.458302,0.652054000,0.652054000,292,296,172.26.191.172,8081,100.64.0.2,32796,244,46361,1
05:21:45.458900,0.652652000,0.652652000,293,296,172.26.191.172,8081,100.64.0.2,32796,244,46605,1
05:21:45.458908,0.652660000,0.652660000,294,296,172.26.191.172,8081,100.64.0.2,32796,244,46849,1
05:21:45.461200,0.654952000,0.654952000,295,296,172.26.191.172,8081,100.64.0.2,32796,244,47093,1
05:21:45.461208,0.654960000,0.654960000,296,296,172.26.191.172,8081,100.64.0.2,32796,244,47337,1
05:21:45.469660,0.663412000,0.663412000,297,52,100.64.0.2,32796,172.26.191.172,8081,0,1,23425
05:21:45.469665,0.663417000,0.663417000,298,52,100.64.0.2,32796,172.26.191.172,8081,0,1,23669
05:21:45.469668,0.663420000,0.663420000,299,52,100.64.0.2,32796,172.26.191.172,8081,0,1,23913
05:21:45.469671,0.663423000,0.663423000,300,52,100.64.0.2,32796,172.26.191.172,8081,0,1,24157
05:21:45.469674,0.663426000,0.663426000,301,52,100.64.0.2,32796,172.26.191.172,8081,0,1,24401
05:21:45.469966,0.663718000,0.663718000,302,296,172.26.191.172,8081,100.64.0.2,32796,244,47581,1
05:21:45.470550,0.664302000,0.664302000,303,296,172.26.191.172,8081,100.64.0.2,32796,244,47825,1
05:21:45.470555,0.664307000,0.664307000,304,296,172.26.191.172,8081,100.64.0.2,32796,244,48069,1
05:21:45.473029,0.666781000,0.666781000,305,296,172.26.191.172,8081,100.64.0.2,32796,244,48313,1
05:21:45.473037,0.666789000,0.666789000,306,296,172.26.191.172,8081,100.64.0.2,32796,244,48557,1
05:21:45.481785,0.675537000,0.675537000,307,52,100.64.0.2,32796,172.26.191.172,8081,0,1,24645
05:21:45.481796,0.675548000,0.675548000,308,52,100.64.0.2,32796,172.26.191.172,8081,0,1,24889
05:21:45.481799,0.675551000,0.675551000,309,52,100.64.0.2,32796,172.26.191.172,8081,0,1,25133
05:21:45.481802,0.675554000,0.675554000,310,52,100.64.0.2,32796,172.26.191.172,8081,0,1,25377
05:21:45.481805,0.675557000,0.675557000,311,52,100.64.0.2,32796,172.26.191.172,8081,0,1,25621
05:21:45.482149,0.675901000,0.675901000,312,296,172.26.191.172,8081,100.64.0.2,32796,244,48801,1
05:21:45.482825,0.676577000,0.676577000,313,296,172.26.191.172,8081,100.64.0.2,32796,244,49045,1
05:21:45.482830,0.676582000,0.676582000,314,296,172.26.191.172,8081,100.64.0.2,32796,244,49289,1
05:21:45.485271,0.679023000,0.679023000,315,296,172.26.191.172,8081,100.64.0.2,32796,244,49533,1
05:21:45.485280,0.679032000,0.679032000,316,296,172.26.191.172,8081,100.64.0.2,32796,244,49777,1
05:21:45.493715,0.687467000,0.687467000,317,52,100.64.0.2,32796,172.26.191.172,8081,0,1,25865
05:21:45.493723,0.687475000,0.687475000,318,52,100.64.0.2,32796,172.26.191.172,8081,0,1,26109
05:21:45.493726,0.687478000,0.687478000,319,52,100.64.0.2,32796,172.26.191.172,8081,0,1,26353
05:21:45.493729,0.687481000,0.687481000,320,52,100.64.0.2,32796,172.26.191.172,8081,0,1,26597
05:21:45.493732,0.687484000,0.687484000,321,52,100.64.0.2,32796,172.26.191.172,8081,0,1,26841
05:21:45.494114,0.687866000,0.687866000,322,296,172.26.191.172,8081,100.64.0.2,32796,244,50021,1
05:21:45.494682,0.688434000,0.688434000,323,296,172.26.191.172,8081,100.64.0.2,32796,244,50265,1
05:21:45.494689,0.688441000,0.688441000,324,296,172.26.191.172,8081,100.64.0.2,32796,244,50509,1
05:21:45.495400,0.689152000,,325,76
05:21:45.495404,0.689156000,,326,48
05:21:45.497363,0.691115000,0.691115000,327,296,172.26.191.172,8081,100.64.0.2,32796,244,50753,1
05:21:45.497376,0.691128000,0.691128000,328,296,172.26.191.172,8081,100.64.0.2,32796,244,50997,1
05:21:45.506007,0.699759000,0.699759000,329,52,100.64.0.2,32796,172.26.191.172,8081,0,1,27085
05:21:45.506017,0.699769000,0.699769000,330,52,100.64.0.2,32796,172.26.191.172,8081,0,1,27329
05:21:45.506020,0.699772000,0.699772000,331,52,100.64.0.2,32796,172.26.191.172,8081,0,1,27573
05:21:45.506023,0.699775000,0.699775000,332,52,100.64.0.2,32796,172.26.191.172,8081,0,1,27817
05:21:45.506027,0.699779000,0.699779000,333,52,100.64.0.2,32796,172.26.191.172,8081,0,1,28061
05:21:45.506391,0.700143000,0.700143000,334,296,172.26.191.172,8081,100.64.0.2,32796,244,51241,1
05:21:45.506404,0.700156000,0.700156000,335,296,172.26.191.172,8081,100.64.0.2,32796,244,51485,1
05:21:45.507313,0.701065000,,336,76
05:21:45.507663,0.701415000,0.701415000,337,296,172.26.191.172,8081,100.64.0.2,32796,244,51729,1
05:21:45.507670,0.701422000,0.701422000,338,296,172.26.191.172,8081,100.64.0.2,32796,244,51973,1
05:21:45.510459,0.704211000,0.704211000,339,296,172.26.191.172,8081,100.64.0.2,32796,244,52217,1
05:21:45.510472,0.704224000,0.704224000,340,296,172.26.191.172,8081,100.64.0.2,32796,244,52461,1
05:21:45.517188,0.710940000,0.710940000,341,52,100.64.0.2,32796,172.26.191.172,8081,0,1,28305
05:21:45.517200,0.710952000,0.710952000,342,52,100.64.0.2,32796,172.26.191.172,8081,0,1,28549
05:21:45.517203,0.710955000,0.710955000,343,52,100.64.0.2,32796,172.26.191.172,8081,0,1,28793
05:21:45.517207,0.710959000,0.710959000,344,52,100.64.0.2,32796,172.26.191.172,8081,0,1,29037
05:21:45.517210,0.710962000,0.710962000,345,52,100.64.0.2,32796,172.26.191.172,8081,0,1,29281
05:21:45.517546,0.711298000,0.711298000,346,296,172.26.191.172,8081,100.64.0.2,32796,244,52705,1
05:21:45.518292,0.712044000,0.712044000,347,296,172.26.191.172,8081,100.64.0.2,32796,244,52949,1
05:21:45.518305,0.712057000,0.712057000,348,296,172.26.191.172,8081,100.64.0.2,32796,244,53193,1
05:21:45.521054,0.714806000,0.714806000,349,296,172.26.191.172,8081,100.64.0.2,32796,244,53437,1
05:21:45.521064,0.714816000,0.714816000,350,296,172.26.191.172,8081,100.64.0.2,32796,244,53681,1
05:21:45.529254,0.723006000,0.723006000,351,52,100.64.0.2,32796,172.26.191.172,8081,0,1,29525
05:21:45.529262,0.723014000,0.723014000,352,52,100.64.0.2,32796,172.26.191.172,8081,0,1,29769
05:21:45.529265,0.723017000,0.723017000,353,52,100.64.0.2,32796,172.26.191.172,8081,0,1,30013
05:21:45.529268,0.723020000,0.723020000,354,52,100.64.0.2,32796,172.26.191.172,8081,0,1,30257
05:21:45.529271,0.723023000,0.723023000,355,52,100.64.0.2,32796,172.26.191.172,8081,0,1,30501
05:21:45.529582,0.723334000,0.723334000,356,296,172.26.191.172,8081,100.64.0.2,32796,244,53925,1
05:21:45.530387,0.724139000,0.724139000,357,296,172.26.191.172,8081,100.64.0.2,32796,244,54169,1
05:21:45.530400,0.724152000,0.724152000,358,296,172.26.191.172,8081,100.64.0.2,32796,244,54413,1
05:21:45.533282,0.727034000,0.727034000,359,296,172.26.191.172,8081,100.64.0.2,32796,244,54657,1
05:21:45.533295,0.727047000,0.727047000,360,296,172.26.191.172,8081,100.64.0.2,32796,244,54901,1
05:21:45.541848,0.735600000,0.735600000,361,52,100.64.0.2,32796,172.26.191.172,8081,0,1,30745
05:21:45.541858,0.735610000,0.735610000,362,52,100.64.0.2,32796,172.26.191.172,8081,0,1,30989
05:21:45.541862,0.735614000,0.735614000,363,52,100.64.0.2,32796,172.26.191.172,8081,0,1,31233
05:21:45.541865,0.735617000,0.735617000,364,52,100.64.0.2,32796,172.26.191.172,8081,0,1,31477
05:21:45.541868,0.735620000,0.735620000,365,52,100.64.0.2,32796,172.26.191.172,8081,0,1,31721
05:21:45.542210,0.735962000,0.735962000,366,296,172.26.191.172,8081,100.64.0.2,32796,244,55145,1
05:21:45.543000,0.736752000,0.736752000,367,296,172.26.191.172,8081,100.64.0.2,32796,244,55389,1
05:21:45.543012,0.736764000,0.736764000,368,296,172.26.191.172,8081,100.64.0.2,32796,244,55633,1
05:21:45.545979,0.739731000,0.739731000,369,296,172.26.191.172,8081,100.64.0.2,32796,244,55877,1
05:21:45.545993,0.739745000,0.739745000,370,296,172.26.191.172,8081,100.64.0.2,32796,244,56121,1
05:21:45.554095,0.747847000,0.747847000,371,52,100.64.0.2,32796,172.26.191.172,8081,0,1,31965
05:21:45.554107,0.747859000,0.747859000,372,52,100.64.0.2,32796,172.26.191.172,8081,0,1,32209
05:21:45.554111,0.747863000,0.747863000,373,52,100.64.0.2,32796,172.26.191.172,8081,0,1,32453
05:21:45.554114,0.747866000,0.747866000,374,52,100.64.0.2,32796,172.26.191.172,8081,0,1,32697
05:21:45.554117,0.747869000,0.747869000,375,52,100.64.0.2,32796,172.26.191.172,8081,0,1,32941
05:21:45.554465,0.748217000,0.748217000,376,296,172.26.191.172,8081,100.64.0.2,32796,244,56365,1
05:21:45.554476,0.748228000,0.748228000,377,296,172.26.191.172,8081,100.64.0.2,32796,244,56609,1
05:21:45.556009,0.749761000,0.749761000,378,296,172.26.191.172,8081,100.64.0.2,32796,244,56853,1
05:21:45.556022,0.749774000,0.749774000,379,296,172.26.191.172,8081,100.64.0.2,32796,244,57097,1
05:21:45.559082,0.752834000,0.752834000,380,296,172.26.191.172,8081,100.64.0.2,32796,244,57341,1
05:21:45.559095,0.752847000,0.752847000,381,296,172.26.191.172,8081,100.64.0.2,32796,244,57585,1
05:21:45.565773,0.759525000,0.759525000,382,52,100.64.0.2,32796,172.26.191.172,8081,0,1,33185
05:21:45.565783,0.759535000,0.759535000,383,52,100.64.0.2,32796,172.26.191.172,8081,0,1,33429
05:21:45.565786,0.759538000,0.759538000,384,52,100.64.0.2,32796,172.26.191.172,8081,0,1,33673
05:21:45.565789,0.759541000,0.759541000,385,52,100.64.0.2,32796,172.26.191.172,8081,0,1,33917
05:21:45.565792,0.759544000,0.759544000,386,52,100.64.0.2,32796,172.26.191.172,8081,0,1,34161
05:21:45.566131,0.759883000,0.759883000,387,296,172.26.191.172,8081,100.64.0.2,32796,244,57829,1
05:21:45.566973,0.760725000,0.760725000,388,296,172.26.191.172,8081,100.64.0.2,32796,244,58073,1
05:21:45.566986,0.760738000,0.760738000,389,296,172.26.191.172,8081,100.64.0.2,32796,244,58317,1
05:21:45.570158,0.763910000,0.763910000,390,296,172.26.191.172,8081,100.64.0.2,32796,244,58561,1
05:21:45.570171,0.763923000,0.763923000,391,296,172.26.191.172,8081,100.64.0.2,32796,244,58805,1
05:21:45.577898,0.771650000,0.771650000,392,52,100.64.0.2,32796,172.26.191.172,8081,0,1,34405
05:21:45.577909,0.771661000,0.771661000,393,52,100.64.0.2,32796,172.26.191.172,8081,0,1,34649
05:21:45.577912,0.771664000,0.771664000,394,52,100.64.0.2,32796,172.26.191.172,8081,0,1,34893
05:21:45.577915,0.771667000,0.771667000,395,52,100.64.0.2,32796,172.26.191.172,8081,0,1,35137
05:21:45.577919,0.771671000,0.771671000,396,52,100.64.0.2,32796,172.26.191.172,8081,0,1,35381
05:21:45.578279,0.772031000,0.772031000,397,296,172.26.191.172,8081,100.64.0.2,32796,244,59049,1
05:21:45.579178,0.772930000,0.772930000,398,296,172.26.191.172,8081,100.64.0.2,32796,244,59293,1
05:21:45.579206,0.772958000,0.772958000,399,296,172.26.191.172,8081,100.64.0.2,32796,244,59537,1
05:21:45.582391,0.776143000,0.776143000,400,296,172.26.191.172,8081,100.64.0.2,32796,244,59781,1
05:21:45.582404,0.776156000,0.776156000,401,296,172.26.191.172,8081,100.64.0.2,32796,244,60025,1
05:21:45.589976,0.783728000,0.783728000,402,52,100.64.0.2,32796,172.26.191.172,8081,0,1,35625
05:21:45.589986,0.783738000,0.783738000,403,52,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.589990,0.783742000,0.783742000,404,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.589993,0.783745000,0.783745000,405,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.589996,0.783748000,0.783748000,406,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.590336,0.784088000,0.784088000,407,296,172.26.191.172,8081,100.64.0.2,32796,244,60269,1
05:21:45.591224,0.784976000,0.784976000,408,296,172.26.191.172,8081,100.64.0.2,32796,244,35869,1
05:21:45.592858,0.786610000,0.786610000,409,296,172.26.191.172,8081,100.64.0.2,32796,244,36113,1
05:21:45.592871,0.786623000,0.786623000,410,296,172.26.191.172,8081,100.64.0.2,32796,244,36357,1
05:21:45.601218,0.794970000,0.794970000,411,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.601228,0.794980000,0.794980000,412,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.601232,0.794984000,0.794984000,413,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.601235,0.794987000,0.794987000,414,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.601238,0.794990000,0.794990000,415,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.601589,0.795341000,0.795341000,416,296,172.26.191.172,8081,100.64.0.2,32796,244,60513,1
05:21:45.602444,0.796196000,0.796196000,417,296,172.26.191.172,8081,100.64.0.2,32796,244,60757,1
05:21:45.602457,0.796209000,0.796209000,418,296,172.26.191.172,8081,100.64.0.2,32796,244,61001,1
05:21:45.613259,0.807011000,0.807011000,419,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.613270,0.807022000,0.807022000,420,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.613273,0.807025000,0.807025000,421,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.613276,0.807028000,0.807028000,422,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.613280,0.807032000,0.807032000,423,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.613606,0.807358000,0.807358000,424,296,172.26.191.172,8081,100.64.0.2,32796,244,61245,1
05:21:45.614372,0.808124000,0.808124000,425,296,172.26.191.172,8081,100.64.0.2,32796,244,61489,1
05:21:45.614378,0.808130000,0.808130000,426,296,172.26.191.172,8081,100.64.0.2,32796,244,61733,1
05:21:45.617428,0.811180000,0.811180000,427,296,172.26.191.172,8081,100.64.0.2,32796,244,61977,1
05:21:45.626051,0.819803000,0.819803000,428,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.626056,0.819808000,0.819808000,429,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.626059,0.819811000,0.819811000,430,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.626062,0.819814000,0.819814000,431,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.626065,0.819817000,0.819817000,432,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.626380,0.820132000,0.820132000,433,296,172.26.191.172,8081,100.64.0.2,32796,244,62221,1
05:21:45.627165,0.820917000,0.820917000,434,296,172.26.191.172,8081,100.64.0.2,32796,244,62465,1
05:21:45.627174,0.820926000,0.820926000,435,296,172.26.191.172,8081,100.64.0.2,32796,244,62709,1
05:21:45.637171,0.830923000,0.830923000,436,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.637181,0.830933000,0.830933000,437,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.637185,0.830937000,0.830937000,438,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.637188,0.830940000,0.830940000,439,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.637192,0.830944000,0.830944000,440,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.637563,0.831315000,0.831315000,441,296,172.26.191.172,8081,100.64.0.2,32796,244,62953,1
05:21:45.638379,0.832131000,0.832131000,442,296,172.26.191.172,8081,100.64.0.2,32796,244,63197,1
05:21:45.638393,0.832145000,0.832145000,443,296,172.26.191.172,8081,100.64.0.2,32796,244,63441,1
05:21:45.641366,0.835118000,0.835118000,444,296,172.26.191.172,8081,100.64.0.2,32796,244,63685,1
05:21:45.649998,0.843750000,0.843750000,445,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.650008,0.843760000,0.843760000,446,64,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.650012,0.843764000,0.843764000,447,72,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.650015,0.843767000,0.843767000,448,72,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.650018,0.843770000,0.843770000,449,72,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.650364,0.844116000,0.844116000,450,296,172.26.191.172,8081,100.64.0.2,32796,244,63929,1
05:21:45.651128,0.844880000,0.844880000,451,296,172.26.191.172,8081,100.64.0.2,32796,244,42701,1
05:21:45.652665,0.846417000,0.846417000,452,296,172.26.191.172,8081,100.64.0.2,32796,244,42945,1
05:21:45.661201,0.854953000,0.854953000,453,72,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.661212,0.854964000,0.854964000,454,72,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.661216,0.854968000,0.854968000,455,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.661219,0.854971000,0.854971000,456,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.661222,0.854974000,0.854974000,457,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.661561,0.855313000,0.855313000,458,296,172.26.191.172,8081,100.64.0.2,32796,244,43189,1
05:21:45.662419,0.856171000,0.856171000,459,296,172.26.191.172,8081,100.64.0.2,32796,244,43433,1
05:21:45.662433,0.856185000,0.856185000,460,296,172.26.191.172,8081,100.64.0.2,32796,244,43677,1
05:21:45.673259,0.867011000,0.867011000,461,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.673269,0.867021000,0.867021000,462,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.673273,0.867025000,0.867025000,463,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.673277,0.867029000,0.867029000,464,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.673280,0.867032000,0.867032000,465,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.673578,0.867330000,0.867330000,466,296,172.26.191.172,8081,100.64.0.2,32796,244,45141,1
05:21:45.674499,0.868251000,0.868251000,467,296,172.26.191.172,8081,100.64.0.2,32796,244,45385,1
05:21:45.674512,0.868264000,0.868264000,468,296,172.26.191.172,8081,100.64.0.2,32796,244,45629,1
05:21:45.677443,0.871195000,0.871195000,469,296,172.26.191.172,8081,100.64.0.2,32796,244,45873,1
05:21:45.685311,0.879063000,0.879063000,470,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.685322,0.879074000,0.879074000,471,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.685326,0.879078000,0.879078000,472,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.685652,0.879404000,0.879404000,473,296,172.26.191.172,8081,100.64.0.2,32796,244,46117,1
05:21:45.686531,0.880283000,0.880283000,474,296,172.26.191.172,8081,100.64.0.2,32796,244,64173,1
05:21:45.686544,0.880296000,0.880296000,475,296,172.26.191.172,8081,100.64.0.2,32796,244,64417,1
05:21:45.699094,0.892846000,0.892846000,476,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.699493,0.893245000,0.893245000,477,296,172.26.191.172,8081,100.64.0.2,32796,244,64661,1
05:21:45.710526,0.904278000,0.904278000,478,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.710923,0.904675000,0.904675000,479,296,172.26.191.172,8081,100.64.0.2,32796,244,64905,1
05:21:45.710934,0.904686000,0.904686000,480,296,172.26.191.172,8081,100.64.0.2,32796,244,65149,1
05:21:45.712458,0.906210000,0.906210000,481,296,172.26.191.172,8081,100.64.0.2,32796,244,65393,1
05:21:45.712472,0.906224000,0.906224000,482,296,172.26.191.172,8081,100.64.0.2,32796,244,65637,1
05:21:45.715303,0.909055000,0.909055000,483,296,172.26.191.172,8081,100.64.0.2,32796,244,65881,1
05:21:45.722398,0.916150000,0.916150000,484,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.722409,0.916161000,0.916161000,485,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.722723,0.916475000,0.916475000,486,296,172.26.191.172,8081,100.64.0.2,32796,244,66125,1
05:21:45.722732,0.916484000,0.916484000,487,296,172.26.191.172,8081,100.64.0.2,32796,244,66369,1
05:21:45.724202,0.917954000,0.917954000,488,296,172.26.191.172,8081,100.64.0.2,32796,244,52461,1
05:21:45.725634,0.919386000,0.919386000,489,296,172.26.191.172,8081,100.64.0.2,32796,244,66613,1
05:21:45.726994,0.920746000,0.920746000,490,296,172.26.191.172,8081,100.64.0.2,32796,244,66857,1
05:21:45.734096,0.927848000,0.927848000,491,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.734541,0.928293000,0.928293000,492,296,172.26.191.172,8081,100.64.0.2,32796,244,67101,1
05:21:45.734555,0.928307000,0.928307000,493,296,172.26.191.172,8081,100.64.0.2,32796,244,67345,1
05:21:45.735961,0.929713000,0.929713000,494,296,172.26.191.172,8081,100.64.0.2,32796,244,67589,1
05:21:45.735975,0.929727000,0.929727000,495,296,172.26.191.172,8081,100.64.0.2,32796,244,67833,1
05:21:45.738593,0.932345000,0.932345000,496,296,172.26.191.172,8081,100.64.0.2,32796,244,68077,1
05:21:45.746665,0.940417000,0.940417000,497,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.747061,0.940813000,0.940813000,498,296,172.26.191.172,8081,100.64.0.2,32796,244,68321,1
05:21:45.747071,0.940823000,0.940823000,499,296,172.26.191.172,8081,100.64.0.2,32796,244,68565,1
05:21:45.748447,0.942199000,0.942199000,500,296,172.26.191.172,8081,100.64.0.2,32796,244,68809,1
05:21:45.748460,0.942212000,0.942212000,501,296,172.26.191.172,8081,100.64.0.2,32796,244,69053,1
05:21:45.751047,0.944799000,0.944799000,502,296,172.26.191.172,8081,100.64.0.2,32796,244,69297,1
05:21:45.758528,0.952280000,0.952280000,503,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.758898,0.952650000,0.952650000,504,296,172.26.191.172,8081,100.64.0.2,32796,244,69541,1
05:21:45.758910,0.952662000,0.952662000,505,296,172.26.191.172,8081,100.64.0.2,32796,244,69785,1
05:21:45.760184,0.953936000,0.953936000,506,296,172.26.191.172,8081,100.64.0.2,32796,244,70029,1
05:21:45.760192,0.953944000,0.953944000,507,296,172.26.191.172,8081,100.64.0.2,32796,244,70273,1
05:21:45.762835,0.956587000,0.956587000,508,296,172.26.191.172,8081,100.64.0.2,32796,244,70517,1
05:21:45.770880,0.964632000,0.964632000,509,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.770891,0.964643000,0.964643000,510,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
05:21:45.771258,0.965010000,0.965010000,511,296,172.26.191.172,8081,100.64.0.2,32796,244,70761,1
05:21:45.771267,0.965019000,0.965019000,512,296,172.26.191.172,8081,100.64.0.2,32796,244,71005,1
05:21:45.772600,0.966352000,0.966352000,513,296,172.26.191.172,8081,100.64.0.2,32796,244,57585,1
05:21:45.773772,0.967524000,0.967524000,514,296,172.26.191.172,8081,100.64.0.2,32796,244,71249,1
05:21:45.773786,0.967538000,0.967538000,515,296,172.26.191.172,8081,100.64.0.2,32796,244,71493,1
05:21:45.782732,0.976484000,0.976484000,516,80,100.64.0.2,32796,172.26.191.172,8081,0,1,35869
