frame.time_relative,frame.time_delta,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
0.871291000,0.133274000,5,60,10.0.0.2,50562,148.113.1.33,80,0,0,0
1.029403000,0.158112000,6,60,148.113.1.33,80,10.0.0.2,50562,0,0,1
1.184985000,0.155582000,7,52,10.0.0.2,50562,148.113.1.33,80,0,1,1
1.185076000,0.000091000,8,194,10.0.0.2,50562,148.113.1.33,80,142,1,1
1.346954000,0.161878000,9,52,148.113.1.33,80,10.0.0.2,50562,0,1,143
1.347048000,0.000094000,10,422,148.113.1.33,80,10.0.0.2,50562,370,1,143
1.496903000,0.149855000,11,52,10.0.0.2,50562,148.113.1.33,80,0,143,371
1.559594000,0.062691000,12,60,10.0.0.2,46530,148.113.1.33,443,0,0,0
1.677440000,0.117846000,13,60,148.113.1.33,443,10.0.0.2,46530,0,0,1
1.808769000,0.131329000,14,52,10.0.0.2,46530,148.113.1.33,443,0,1,1
1.808837000,0.000068000,15,463,10.0.0.2,46530,148.113.1.33,443,411,1,1
1.820037000,0.011200000,16,52,148.113.1.33,443,10.0.0.2,46530,0,1,412
1.879123000,0.059086000,17,1436,148.113.1.33,443,10.0.0.2,46530,1384,1,412
1.879202000,0.000079000,18,1436,148.113.1.33,443,10.0.0.2,46530,1384,1385,412
1.879210000,0.000008000,19,1380,148.113.1.33,443,10.0.0.2,46530,1328,2769,412
1.879215000,0.000005000,20,1056,148.113.1.33,443,10.0.0.2,46530,1004,4097,412
2.058306000,0.179091000,21,52,10.0.0.2,46530,148.113.1.33,443,0,412,1385
2.121123000,0.062817000,22,52,10.0.0.2,46530,148.113.1.33,443,0,412,2769
2.183643000,0.062520000,23,52,10.0.0.2,46530,148.113.1.33,443,0,412,4097
2.245881000,0.062238000,24,52,10.0.0.2,46530,148.113.1.33,443,0,412,5101
2.245954000,0.000073000,25,145,10.0.0.2,46530,148.113.1.33,443,93,412,5101
2.435736000,0.189782000,26,326,148.113.1.33,443,10.0.0.2,46530,274,5101,505
