frame.time_relative,frame.number,frame.len,ip.src,udp.srcport,ip.dst,udp.dstport,udp.length
0.000000000,1,54,10.0.0.2,34021,10.255.255.254,53,34
0.000027000,2,54,10.0.0.2,34021,10.255.255.254,53,34
0.207181000,3,376,10.255.255.254,53,10.0.0.2,34021,356
0.207304000,4,388,10.255.255.254,53,10.0.0.2,34021,368
1.637410000,22,58,10.0.0.2,35973,10.255.255.254,53,38
1.637422000,23,58,10.0.0.2,35973,10.255.255.254,53,38
2.039312000,24,355,10.255.255.254,53,10.0.0.2,35973,335
2.043788000,25,367,10.255.255.254,53,10.0.0.2,35973,347
