frame.time_relative,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
5.496603000,120,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.496653000,121,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.524362000,122,1500,90.130.70.73,80,10.0.0.2,54882,1448,73849,138
5.558867000,123,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.621462000,124,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.646744000,125,1500,90.130.70.73,80,10.0.0.2,54882,1448,75297,138
5.646856000,126,1500,90.130.70.73,80,10.0.0.2,54882,1448,24617,138
5.660666000,127,1500,90.130.70.73,80,10.0.0.2,54882,1448,76745,138
5.683477000,128,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.721993000,129,1500,90.130.70.73,80,10.0.0.2,54882,1448,78193,138
5.722127000,130,1500,90.130.70.73,80,10.0.0.2,54882,1448,79641,138
5.746870000,131,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.782914000,132,1500,90.130.70.73,80,10.0.0.2,54882,1448,81089,138
5.808576000,133,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.834512000,134,1500,90.130.70.73,80,10.0.0.2,54882,1448,82537,138
5.871167000,135,52,10.0.0.2,54882,90.130.70.73,80,0,138,24617
5.933717000,136,52,10.0.0.2,54882,90.130.70.73,80,0,138,76745
5.933768000,137,52,10.0.0.2,54882,90.130.70.73,80,0,138,76745
5.936023000,138,1500,90.130.70.73,80,10.0.0.2,54882,1448,83985,138
5.996876000,139,52,10.0.0.2,54882,90.130.70.73,80,0,138,78193
6.121954000,140,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.122069000,141,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.142327000,142,1500,90.130.70.73,80,10.0.0.2,54882,1448,85433,138
6.142447000,143,1500,90.130.70.73,80,10.0.0.2,54882,1448,86881,138
6.183792000,144,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.204211000,145,1500,90.130.70.73,80,10.0.0.2,54882,1448,88329,138
6.204363000,146,1500,90.130.70.73,80,10.0.0.2,54882,1448,89777,138
6.246625000,147,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.250390000,148,1500,90.130.70.73,80,10.0.0.2,54882,1448,91225,138
6.250462000,149,1500,90.130.70.73,80,10.0.0.2,54882,1448,92673,138
6.308722000,150,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.345273000,151,1500,90.130.70.73,80,10.0.0.2,54882,1448,94121,138
6.345382000,152,1500,90.130.70.73,80,10.0.0.2,54882,1448,95569,138
6.370939000,153,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.394030000,154,1500,90.130.70.73,80,10.0.0.2,54882,1448,97017,138
6.433666000,155,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.433795000,156,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.459633000,157,1500,90.130.70.73,80,10.0.0.2,54882,1448,79641,138
6.495368000,158,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.550132000,159,1500,90.130.70.73,80,10.0.0.2,54882,1448,98465,138
6.558096000,160,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.620643000,161,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.654107000,162,1500,90.130.70.73,80,10.0.0.2,54882,1448,99913,138
6.654171000,163,1500,90.130.70.73,80,10.0.0.2,54882,1448,101361,138
6.683300000,164,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.745523000,165,52,10.0.0.2,54882,90.130.70.73,80,0,138,79641
6.808160000,166,52,10.0.0.2,54882,90.130.70.73,80,0,138,98465
6.860158000,167,1500,90.130.70.73,80,10.0.0.2,54882,1448,102809,138
6.870586000,168,52,10.0.0.2,54882,90.130.70.73,80,0,138,99913
6.893737000,169,1500,90.130.70.73,80,10.0.0.2,54882,1448,104257,138
6.933626000,170,52,10.0.0.2,54882,90.130.70.73,80,0,138,101361
6.956000000,171,1500,90.130.70.73,80,10.0.0.2,54882,1448,105705,138
6.995734000,172,52,10.0.0.2,54882,90.130.70.73,80,0,138,102809
7.023649000,173,1500,90.130.70.73,80,10.0.0.2,54882,1448,107153,138
7.058190000,174,52,10.0.0.2,54882,90.130.70.73,80,0,138,104257
7.088205000,175,1500,90.130.70.73,80,10.0.0.2,54882,1448,108601,138
7.089597000,176,1500,90.130.70.73,80,10.0.0.2,54882,1448,110049,138
7.120204000,177,52,10.0.0.2,54882,90.130.70.73,80,0,138,105705
7.120673000,178,1500,90.130.70.73,80,10.0.0.2,54882,1448,111497,138
7.120757000,179,1500,90.130.70.73,80,10.0.0.2,54882,1448,112945,138
7.160485000,180,1500,90.130.70.73,80,10.0.0.2,54882,1448,114393,138
7.160543000,181,1500,90.130.70.73,80,10.0.0.2,54882,1448,115841,138
7.183216000,182,52,10.0.0.2,54882,90.130.70.73,80,0,138,107153
7.245181000,183,52,10.0.0.2,54882,90.130.70.73,80,0,138,108601
7.265735000,184,1500,90.130.70.73,80,10.0.0.2,54882,1448,117289,138
7.265846000,185,1500,90.130.70.73,80,10.0.0.2,54882,1448,118737,138
7.307203000,186,52,10.0.0.2,54882,90.130.70.73,80,0,138,110049
7.370245000,187,52,10.0.0.2,54882,90.130.70.73,80,0,138,111497
7.370375000,188,52,10.0.0.2,54882,90.130.70.73,80,0,138,112945
7.399573000,189,1500,90.130.70.73,80,10.0.0.2,54882,1448,120185,138
7.399686000,190,1500,90.130.70.73,80,10.0.0.2,54882,1448,121633,138
7.432389000,191,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.495689000,192,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.527439000,193,1500,90.130.70.73,80,10.0.0.2,54882,1448,123081,138
7.527559000,194,1500,90.130.70.73,80,10.0.0.2,54882,1448,124529,138
7.557484000,195,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.583998000,196,1500,90.130.70.73,80,10.0.0.2,54882,1448,125977,138
7.584107000,197,1500,90.130.70.73,80,10.0.0.2,54882,1448,127425,138
7.620172000,198,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.642164000,199,1500,90.130.70.73,80,10.0.0.2,54882,1448,128873,138
7.683029000,200,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.712363000,201,1500,90.130.70.73,80,10.0.0.2,54882,1448,130321,138
7.745165000,202,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.790112000,203,1500,90.130.70.73,80,10.0.0.2,54882,1448,131769,138
7.807665000,204,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.833323000,205,1500,90.130.70.73,80,10.0.0.2,54882,1448,114393,138
7.870560000,206,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.892089000,207,1500,90.130.70.73,80,10.0.0.2,54882,1448,133217,138
7.932155000,208,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
7.996288000,209,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
8.030784000,210,1500,90.130.70.73,80,10.0.0.2,54882,1448,134665,138
8.057398000,211,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
8.082361000,212,1500,90.130.70.73,80,10.0.0.2,54882,1448,136113,138
8.120755000,213,52,10.0.0.2,54882,90.130.70.73,80,0,138,114393
8.182374000,214,52,10.0.0.2,54882,90.130.70.73,80,0,138,115841
8.244611000,215,52,10.0.0.2,54882,90.130.70.73,80,0,138,115841
8.270904000,216,1500,90.130.70.73,80,10.0.0.2,54882,1448,137561,138
8.307037000,217,52,10.0.0.2,54882,90.130.70.73,80,0,138,115841
8.307087000,218,52,10.0.0.2,54882,90.130.70.73,80,0,138,115841
8.329579000,219,1500,90.130.70.73,80,10.0.0.2,54882,1448,139009,138
8.394516000,220,1500,90.130.70.73,80,10.0.0.2,54882,1448,115841,138
8.394574000,221,1500,90.130.70.73,80,10.0.0.2,54882,1448,140457,138
8.432494000,222,52,10.0.0.2,54882,90.130.70.73,80,0,138,115841
8.460173000,223,1500,90.130.70.73,80,10.0.0.2,54882,1448,141905,138
8.494105000,224,52,10.0.0.2,54882,90.130.70.73,80,0,138,115841
8.549102000,225,1500,90.130.70.73,80,10.0.0.2,54882,1448,143353,138
8.549174000,226,1500,90.130.70.73,80,10.0.0.2,54882,1448,144801,138
8.557901000,227,52,10.0.0.2,54882,90.130.70.73,80,0,138,140457
8.619406000,228,52,10.0.0.2,54882,90.130.70.73,80,0,138,141905
8.643325000,229,1500,90.130.70.73,80,10.0.0.2,54882,1448,146249,138
8.682287000,230,52,10.0.0.2,54882,90.130.70.73,80,0,138,143353
8.744797000,231,52,10.0.0.2,54882,90.130.70.73,80,0,138,144801
8.766554000,232,1500,90.130.70.73,80,10.0.0.2,54882,1448,147697,138
8.789811000,233,1500,90.130.70.73,80,10.0.0.2,54882,1448,149145,138
8.807186000,234,52,10.0.0.2,54882,90.130.70.73,80,0,138,146249
8.840617000,235,1500,90.130.70.73,80,10.0.0.2,54882,1448,150593,138
8.840696000,236,1500,90.130.70.73,80,10.0.0.2,54882,1448,152041,138
8.869312000,237,52,10.0.0.2,54882,90.130.70.73,80,0,138,147697
8.932834000,238,52,10.0.0.2,54882,90.130.70.73,80,0,138,149145
8.964690000,239,1500,90.130.70.73,80,10.0.0.2,54882,1448,153489,138
8.964767000,240,1500,90.130.70.73,80,10.0.0.2,54882,1448,154937,138
8.994882000,241,52,10.0.0.2,54882,90.130.70.73,80,0,138,150593
9.057410000,242,52,10.0.0.2,54882,90.130.70.73,80,0,138,152041
9.119826000,243,52,10.0.0.2,54882,90.130.70.73,80,0,138,153489
9.122565000,244,1500,90.130.70.73,80,10.0.0.2,54882,1448,156385,138
9.122639000,245,1500,90.130.70.73,80,10.0.0.2,54882,1448,157833,138
9.145304000,246,1500,90.130.70.73,80,10.0.0.2,54882,1448,159281,138
