frame.time_relative,frame.number,frame.len,ip.src,udp.srcport,ip.dst,udp.dstport,udp.length
0.000000000,1,63,10.0.0.2,40414,10.255.255.254,53,43
0.000070000,2,63,10.0.0.2,40414,10.255.255.254,53,43
0.705569000,3,206,10.255.255.254,53,10.0.0.2,40414,186
0.738017000,4,218,10.255.255.254,53,10.0.0.2,40414,198
