frame.time_relative,frame.number,frame.len,ip.src,udp.srcport,ip.dst,udp.dstport,udp.length
0.000000000,1,65,10.0.0.2,58529,10.255.255.254,53,45
0.000070000,2,65,10.0.0.2,58529,10.255.255.254,53,45
0.510817000,9,295,10.255.255.254,53,10.0.0.2,58529,275
0.510876000,10,283,10.255.255.254,53,10.0.0.2,58529,263
