frame.time_relative,frame.number,frame.len,ip.src,udp.srcport,ip.dst,udp.dstport,udp.length
0.000000000,1,65,10.0.0.2,47804,10.255.255.254,53,45
0.000036000,2,65,10.0.0.2,47804,10.255.255.254,53,45
0.091684000,3,295,10.255.255.254,53,10.0.0.2,47804,275
0.093032000,4,283,10.255.255.254,53,10.0.0.2,47804,263
