frame.time_relative,ip.src,ip.dst,udp.length
"0.000000000","10.0.0.2","10.0.0.1","1208"
"0.105356000","10.0.0.1","10.0.0.2","1288"
"0.105427000","10.0.0.1","10.0.0.2","291"
"0.105433000","10.0.0.1","10.0.0.2","59"
"0.216334000","10.0.0.2","10.0.0.1","1208"
"0.221690000","10.0.0.2","10.0.0.1","196"
"0.221738000","10.0.0.2","10.0.0.1","36"
"0.221743000","10.0.0.2","10.0.0.1","36"
"0.221747000","10.0.0.2","10.0.0.1","102"
"0.221751000","10.0.0.2","10.0.0.1","61"
"0.306117000","10.0.0.1","10.0.0.2","1288"
"0.306200000","10.0.0.1","10.0.0.2","1288"
"0.322864000","10.0.0.1","10.0.0.2","334"
"0.323051000","10.0.0.1","10.0.0.2","54"
"0.325215000","10.0.0.1","10.0.0.2","170"
"0.325272000","10.0.0.1","10.0.0.2","1288"
"0.325279000","10.0.0.1","10.0.0.2","1288"
"0.325283000","10.0.0.1","10.0.0.2","1288"
"0.325287000","10.0.0.1","10.0.0.2","1288"
"0.325293000","10.0.0.1","10.0.0.2","1288"
"0.325297000","10.0.0.1","10.0.0.2","1288"
"0.325302000","10.0.0.1","10.0.0.2","1288"
"0.325306000","10.0.0.1","10.0.0.2","1288"
"0.325311000","10.0.0.1","10.0.0.2","1288"
"0.326313000","10.0.0.1","10.0.0.2","1288"
"0.331913000","10.0.0.1","10.0.0.2","1288"
"0.337412000","10.0.0.1","10.0.0.2","1288"
"0.342123000","10.0.0.1","10.0.0.2","1288"
"0.347793000","10.0.0.1","10.0.0.2","1288"
"0.353243000","10.0.0.1","10.0.0.2","1288"
"0.358791000","10.0.0.1","10.0.0.2","1288"
"0.363697000","10.0.0.1","10.0.0.2","1288"
"0.369615000","10.0.0.1","10.0.0.2","1288"
"0.375645000","10.0.0.1","10.0.0.2","1288"
"0.380119000","10.0.0.1","10.0.0.2","1288"
"0.385319000","10.0.0.1","10.0.0.2","1288"
"0.390756000","10.0.0.1","10.0.0.2","1288"
"0.397456000","10.0.0.1","10.0.0.2","1288"
"0.401799000","10.0.0.1","10.0.0.2","1288"
"0.407246000","10.0.0.1","10.0.0.2","1288"
"0.412821000","10.0.0.1","10.0.0.2","1288"
"0.418150000","10.0.0.1","10.0.0.2","688"
"0.420367000","10.0.0.1","10.0.0.2","1288"
"0.425765000","10.0.0.1","10.0.0.2","1288"
"0.431155000","10.0.0.1","10.0.0.2","1288"
"0.431626000","10.0.0.2","10.0.0.1","75"
"0.436486000","10.0.0.1","10.0.0.2","1288"
"0.438104000","10.0.0.2","10.0.0.1","36"
"0.438135000","10.0.0.2","10.0.0.1","35"
"0.441911000","10.0.0.1","10.0.0.2","1288"
"0.443760000","10.0.0.2","10.0.0.1","35"
"0.448432000","10.0.0.1","10.0.0.2","1288"
"0.450367000","10.0.0.2","10.0.0.1","35"
"0.461901000","10.0.0.2","10.0.0.1","35"
"0.467410000","10.0.0.2","10.0.0.1","35"
"0.467432000","10.0.0.2","10.0.0.1","35"
"0.473886000","10.0.0.2","10.0.0.1","35"
"0.480370000","10.0.0.2","10.0.0.1","35"
"0.485830000","10.0.0.2","10.0.0.1","35"
"0.491780000","10.0.0.2","10.0.0.1","35"
"0.498097000","10.0.0.2","10.0.0.1","35"
"0.504341000","10.0.0.2","10.0.0.1","35"
"0.509498000","10.0.0.2","10.0.0.1","35"
"0.515806000","10.0.0.2","10.0.0.1","35"
"0.522294000","10.0.0.2","10.0.0.1","35"
"0.528307000","10.0.0.2","10.0.0.1","35"
"0.532944000","10.0.0.1","10.0.0.2","1288"
"0.532966000","10.0.0.1","10.0.0.2","1288"
"0.533602000","10.0.0.2","10.0.0.1","35"
"0.539485000","10.0.0.1","10.0.0.2","1288"
"0.539497000","10.0.0.1","10.0.0.2","1288"
"0.539501000","10.0.0.1","10.0.0.2","1288"
"0.539504000","10.0.0.1","10.0.0.2","1288"
"0.539508000","10.0.0.1","10.0.0.2","1288"
"0.540129000","10.0.0.2","10.0.0.1","35"
"0.544881000","10.0.0.1","10.0.0.2","1288"
"0.544914000","10.0.0.1","10.0.0.2","1288"
"0.551077000","10.0.0.1","10.0.0.2","1288"
"0.551128000","10.0.0.1","10.0.0.2","1288"
"0.551778000","10.0.0.2","10.0.0.1","35"
"0.551814000","10.0.0.2","10.0.0.1","35"
"0.562711000","10.0.0.1","10.0.0.2","1288"
"0.562748000","10.0.0.1","10.0.0.2","1288"
"0.564063000","10.0.0.2","10.0.0.1","35"
"0.569098000","10.0.0.1","10.0.0.2","1288"
"0.569162000","10.0.0.1","10.0.0.2","1288"
"0.569168000","10.0.0.1","10.0.0.2","1288"
"0.569172000","10.0.0.1","10.0.0.2","1288"
"0.569822000","10.0.0.2","10.0.0.1","35"
"0.569859000","10.0.0.2","10.0.0.1","35"
"0.573676000","10.0.0.1","10.0.0.2","1288"
"0.573712000","10.0.0.1","10.0.0.2","1288"
"0.575900000","10.0.0.1","10.0.0.2","1288"
"0.576110000","10.0.0.2","10.0.0.1","36"
"0.580786000","10.0.0.1","10.0.0.2","721"
"0.582937000","10.0.0.1","10.0.0.2","1288"
"0.587463000","10.0.0.1","10.0.0.2","1288"
"0.587871000","10.0.0.2","10.0.0.1","35"
"0.587902000","10.0.0.2","10.0.0.1","35"
"0.590736000","10.0.0.1","10.0.0.2","1288"
"0.593336000","10.0.0.2","10.0.0.1","35"
"0.594851000","10.0.0.1","10.0.0.2","1288"
"0.599216000","10.0.0.1","10.0.0.2","1288"
"0.603609000","10.0.0.1","10.0.0.2","1288"
"0.605971000","10.0.0.2","10.0.0.1","35"
"0.607144000","10.0.0.1","10.0.0.2","1288"
"0.610497000","10.0.0.1","10.0.0.2","1288"
"0.614838000","10.0.0.1","10.0.0.2","1288"
"0.618451000","10.0.0.1","10.0.0.2","1288"
"0.623319000","10.0.0.1","10.0.0.2","1288"
"0.625640000","10.0.0.1","10.0.0.2","1288"
"0.629508000","10.0.0.1","10.0.0.2","1288"
"0.632844000","10.0.0.1","10.0.0.2","1288"
"0.638044000","10.0.0.1","10.0.0.2","1288"
"0.640286000","10.0.0.1","10.0.0.2","1288"
"0.641598000","10.0.0.2","10.0.0.1","35"
"0.641656000","10.0.0.2","10.0.0.1","35"
"0.645344000","10.0.0.1","10.0.0.2","1288"
"0.647387000","10.0.0.1","10.0.0.2","1288"
"0.647541000","10.0.0.2","10.0.0.1","35"
"0.651904000","10.0.0.1","10.0.0.2","1288"
"0.654108000","10.0.0.2","10.0.0.1","35"
"0.654479000","10.0.0.1","10.0.0.2","1288"
"0.658503000","10.0.0.1","10.0.0.2","1288"
"0.662371000","10.0.0.1","10.0.0.2","1288"
"0.665929000","10.0.0.1","10.0.0.2","1288"
"0.666283000","10.0.0.2","10.0.0.1","35"
"0.666320000","10.0.0.2","10.0.0.1","35"
"0.669371000","10.0.0.1","10.0.0.2","1288"
"0.671820000","10.0.0.1","10.0.0.2","1288"
"0.671945000","10.0.0.2","10.0.0.1","35"
"0.675611000","10.0.0.1","10.0.0.2","1288"
"0.678324000","10.0.0.2","10.0.0.1","35"
"0.679381000","10.0.0.1","10.0.0.2","722"
"0.680958000","10.0.0.1","10.0.0.2","1288"
"0.682557000","10.0.0.1","10.0.0.2","1288"
"0.683717000","10.0.0.2","10.0.0.1","35"
"0.686467000","10.0.0.1","10.0.0.2","1288"
"0.690185000","10.0.0.2","10.0.0.1","35"
"0.690947000","10.0.0.1","10.0.0.2","1288"
"0.692544000","10.0.0.1","10.0.0.2","1288"
"0.696208000","10.0.0.2","10.0.0.1","35"
"0.696563000","10.0.0.1","10.0.0.2","1288"
"0.699081000","10.0.0.1","10.0.0.2","1288"
"0.703231000","10.0.0.1","10.0.0.2","1288"
"0.704376000","10.0.0.1","10.0.0.2","1288"
"0.707803000","10.0.0.2","10.0.0.1","35"
"0.707859000","10.0.0.2","10.0.0.1","35"
