frame.time_relative,ip.src,ip.dst,udp.length
"0.000000000","10.0.0.2","10.0.0.1","1208"
"0.202780000","10.0.0.1","10.0.0.2","1288"
"0.202870000","10.0.0.1","10.0.0.2","290"
"0.202878000","10.0.0.1","10.0.0.2","59"
"0.402032000","10.0.0.1","10.0.0.2","1288"
"0.402089000","10.0.0.1","10.0.0.2","1288"
"0.414104000","10.0.0.2","10.0.0.1","1208"
"0.414125000","10.0.0.2","10.0.0.1","196"
"0.420234000","10.0.0.2","10.0.0.1","36"
"0.420251000","10.0.0.2","10.0.0.1","36"
"0.420253000","10.0.0.2","10.0.0.1","102"
"0.420254000","10.0.0.2","10.0.0.1","61"
"0.614949000","10.0.0.1","10.0.0.2","334"
"0.621366000","10.0.0.1","10.0.0.2","52"
"0.621407000","10.0.0.1","10.0.0.2","52"
"0.621411000","10.0.0.1","10.0.0.2","54"
"0.625546000","10.0.0.1","10.0.0.2","170"
"0.625593000","10.0.0.1","10.0.0.2","1288"
"0.625598000","10.0.0.1","10.0.0.2","1288"
"0.625600000","10.0.0.1","10.0.0.2","1288"
"0.625603000","10.0.0.1","10.0.0.2","1288"
"0.625605000","10.0.0.1","10.0.0.2","1288"
"0.625608000","10.0.0.1","10.0.0.2","1288"
"0.625611000","10.0.0.1","10.0.0.2","1288"
"0.625613000","10.0.0.1","10.0.0.2","1288"
"0.625616000","10.0.0.1","10.0.0.2","1288"
"0.627805000","10.0.0.1","10.0.0.2","1288"
"0.637937000","10.0.0.1","10.0.0.2","1288"
"0.648491000","10.0.0.1","10.0.0.2","1288"
"0.658775000","10.0.0.1","10.0.0.2","1288"
"0.669136000","10.0.0.1","10.0.0.2","1288"
"0.680532000","10.0.0.1","10.0.0.2","1288"
"0.688994000","10.0.0.1","10.0.0.2","1288"
"0.701104000","10.0.0.1","10.0.0.2","1288"
"0.709632000","10.0.0.1","10.0.0.2","1288"
"0.719900000","10.0.0.1","10.0.0.2","1288"
"0.730822000","10.0.0.1","10.0.0.2","1288"
