frame.time_relative,frame.time_delta,tcp.len,tcp.seq,tcp.ack,tcp.analysis.ack_rtt
0.000000000,0.000000000,0,0,0,
0.208497000,0.208497000,0,0,1,0.208497000
0.500909000,0.056060000,0,1,1,0.292412000
0.500971000,0.000062000,131,1,1,
0.706810000,0.117204000,0,1,132,0.205839000
0.731663000,0.024853000,197,1,132,
0.732874000,0.001211000,1448,198,132,
0.732921000,0.000047000,1448,1646,132,
0.732925000,0.000004000,1448,3094,132,
0.732929000,0.000004000,1448,4542,132,
0.732932000,0.000003000,1448,5990,132,
0.732935000,0.000003000,1448,7438,132,
0.732938000,0.000003000,1448,8886,132,
0.732941000,0.000003000,1448,10334,132,
0.732945000,0.000004000,1448,11782,132,
1.000919000,0.058161000,0,132,198,0.269256000
1.063645000,0.062726000,0,132,1646,0.330771000
1.124969000,0.061324000,0,132,3094,0.392048000
1.189360000,0.064391000,0,132,4542,0.456435000
1.203581000,0.011416000,1448,13230,132,
1.212091000,0.008510000,1448,14678,132,
1.251010000,0.038919000,0,132,5990,0.518081000
1.265829000,0.014819000,1448,16126,132,
1.275345000,0.009516000,1448,17574,132,
1.313727000,0.038382000,0,132,7438,0.580795000
1.326635000,0.012908000,1448,19022,132,
1.336172000,0.009537000,1448,20470,132,
1.376427000,0.040255000,0,132,8886,0.643492000
1.392340000,0.015913000,1448,21918,132,
1.400867000,0.008527000,1448,23366,132,
1.452982000,0.052115000,1448,24814,132,
1.462444000,0.009462000,1448,26262,132,
1.500634000,0.038190000,0,132,8886,
1.515289000,0.014655000,1448,27710,132,
1.523867000,0.008578000,1448,29158,132,
1.563579000,0.039712000,0,132,8886,
1.579421000,0.015842000,1448,30606,132,
1.586884000,0.007463000,1448,32054,132,
1.625961000,0.039077000,0,132,8886,
1.689139000,0.063178000,0,132,8886,
1.702143000,0.013004000,1448,8886,132,
1.750241000,0.048098000,0,132,8886,
1.766911000,0.016670000,1448,10334,132,
1.813823000,0.046912000,0,132,8886,
1.826219000,0.012396000,1448,11782,132,
1.876255000,0.050036000,0,132,8886,
1.891738000,0.015483000,1448,33502,132,
1.939019000,0.047281000,0,132,8886,
1.952598000,0.013579000,1448,34950,132,
2.001195000,0.048597000,0,132,8886,
2.015346000,0.014151000,1448,36398,132,
2.064198000,0.048852000,0,132,8886,
2.079283000,0.015085000,1448,37846,132,
2.126205000,0.046922000,0,132,8886,
2.140466000,0.014261000,1448,39294,132,
2.188973000,0.048507000,0,132,8886,
2.203599000,0.014626000,1448,40742,132,
2.251128000,0.047529000,0,132,10334,1.518190000
2.267056000,0.015928000,1448,42190,132,
2.328476000,0.061420000,1448,43638,132,
2.375992000,0.047516000,0,132,11782,1.643051000
2.390716000,0.014724000,1448,29158,132,
2.438815000,0.048099000,0,132,29158,0.923526000
2.454188000,0.015373000,1448,32054,132,
2.461617000,0.007429000,1448,45086,132,
2.500621000,0.039004000,0,132,29158,
2.563506000,0.062885000,0,132,29158,
2.577828000,0.014322000,1448,46534,132,
2.586271000,0.008443000,1448,47982,132,
2.626088000,0.039817000,0,132,29158,
2.640731000,0.014643000,1448,49430,132,
2.649164000,0.008433000,1448,50878,132,
2.689192000,0.040028000,0,132,29158,
2.702201000,0.013009000,1448,52326,132,
2.710736000,0.008535000,1448,53774,132,
2.750974000,0.040238000,0,132,29158,
2.765428000,0.014454000,1448,55222,132,
2.773889000,0.008461000,1448,56670,132,
2.813834000,0.039945000,0,132,29158,
2.828166000,0.014332000,1448,58118,132,
2.836477000,0.008311000,1448,59566,132,
2.875721000,0.039244000,0,132,29158,
2.892087000,0.016366000,1448,61014,132,
2.901559000,0.009472000,1448,62462,132,
2.938962000,0.037403000,0,132,29158,
2.952624000,0.013662000,1448,63910,132,
2.962165000,0.009541000,1448,65358,132,
3.000569000,0.038404000,0,132,32054,1.421148000
3.015162000,0.014593000,1448,66806,132,
3.024500000,0.009338000,1448,68254,132,
3.063410000,0.038910000,0,132,45086,0.734934000
3.078965000,0.015555000,1448,69702,132,
3.087311000,0.008346000,1448,71150,132,
3.125551000,0.038240000,0,132,46534,0.663934000
3.140759000,0.015208000,1448,72598,132,
3.149226000,0.008467000,1448,74046,132,
3.189110000,0.039884000,0,132,47982,0.611282000
3.202957000,0.013847000,1448,75494,132,
3.211453000,0.008496000,1448,76942,132,
3.250812000,0.039359000,0,132,49430,0.664541000
3.265566000,0.014754000,1448,78390,132,
3.274030000,0.008464000,1448,79838,132,
3.313873000,0.039843000,0,132,50878,0.673142000
3.327699000,0.013826000,1448,81286,132,
3.336249000,0.008550000,1448,82734,132,
3.376030000,0.039781000,0,132,50878,
3.392244000,0.016214000,1448,84182,132,
3.438473000,0.046229000,0,132,50878,
3.452546000,0.014073000,1448,85630,132,
3.500836000,0.048290000,0,132,50878,
3.515604000,0.014768000,1448,87078,132,
3.563155000,0.047551000,0,132,50878,
3.577813000,0.014658000,1448,88526,132,
3.625920000,0.048107000,0,132,50878,
3.641297000,0.015377000,1448,89974,132,
3.688628000,0.047331000,0,132,50878,
3.703330000,0.014702000,1448,50878,132,
3.750851000,0.047521000,0,132,50878,
3.767243000,0.016392000,1448,53774,132,
3.814338000,0.047095000,0,132,50878,
3.827425000,0.013087000,1448,56670,132,
3.876365000,0.048940000,0,132,50878,
3.891441000,0.015076000,1448,59566,132,
3.938374000,0.046933000,0,132,50878,
3.952904000,0.014530000,1448,62462,132,
4.000494000,0.047590000,0,132,50878,
4.016818000,0.016324000,1448,65358,132,
4.064042000,0.047224000,0,132,50878,
4.078531000,0.006318000,1448,68254,132,
4.126133000,0.047602000,0,132,50878,
4.140626000,0.014493000,1448,71150,132,
4.188556000,0.047930000,0,132,50878,
4.201445000,0.012889000,1448,74046,132,
4.250462000,0.049017000,0,132,50878,
4.266765000,0.016303000,1448,76942,132,
4.313755000,0.046990000,0,132,50878,
4.327583000,0.013828000,1448,79838,132,
4.375375000,0.047792000,0,132,53774,1.673174000
4.390987000,0.015612000,1448,82734,132,
4.439210000,0.048223000,0,132,56670,1.673782000
4.452808000,0.013598000,1448,91422,132,
4.501241000,0.048433000,0,132,59566,1.673075000
4.515504000,0.014263000,1448,92870,132,
4.564090000,0.048586000,0,132,62462,1.672003000
4.577232000,0.013142000,1448,94318,132,
4.585741000,0.008509000,1448,95766,132,
4.625462000,0.039721000,0,132,65358,1.672838000
4.641205000,0.015743000,1448,97214,132,
4.649704000,0.008499000,1448,98662,132,
4.688404000,0.003144000,0,132,68254,1.673242000
4.703850000,0.015446000,1448,100110,132,
4.713300000,0.009450000,1448,101558,132,
4.750408000,0.037108000,0,132,71150,1.671443000
4.765507000,0.015099000,1448,103006,132,
4.773818000,0.008311000,1448,104454,132,
4.813321000,0.039503000,0,132,74046,1.672562000
4.827393000,0.014072000,1448,105902,132,
4.835880000,0.008487000,1448,107350,132,
4.876094000,0.040214000,0,132,76942,1.673137000
4.890382000,0.014288000,1448,108798,132,
4.899037000,0.008655000,1448,110246,132,
4.939343000,0.040306000,0,132,79838,1.673777000
4.952294000,0.012951000,1448,111694,132,
4.960770000,0.008476000,1448,113142,132,
5.000573000,0.039803000,0,132,82734,1.672874000
5.016147000,0.015574000,1448,114590,132,
5.025470000,0.009323000,1448,116038,132,
5.063280000,0.037810000,0,132,91422,1.421983000
5.077623000,0.014343000,1448,117486,132,
5.085944000,0.008321000,1448,118934,132,
5.125986000,0.040042000,0,132,92870,0.673178000
5.141316000,0.015330000,1448,120382,132,
5.149820000,0.008504000,1448,121830,132,
5.193491000,0.043671000,0,132,94318,0.677987000
5.202908000,0.009417000,1448,123278,132,
5.211247000,0.008339000,1448,124726,132,
5.250752000,0.039505000,0,132,95766,0.673520000
5.266437000,0.015685000,1448,126174,132,
5.266488000,0.000051000,1448,127622,132,
5.266492000,0.000004000,1448,129070,132,
5.313620000,0.047128000,0,132,95766,
5.376177000,0.062557000,0,132,95766,
5.395661000,0.019484000,1448,130518,132,
5.438978000,0.043317000,0,132,95766,
5.452894000,0.013916000,1448,131966,132,
5.500494000,0.047600000,0,132,95766,
5.564288000,0.063794000,0,132,95766,
5.590494000,0.026206000,1448,133414,132,
5.625381000,0.034887000,0,132,95766,
5.689204000,0.063823000,0,132,95766,
5.751436000,0.062232000,0,132,95766,
5.774608000,0.023172000,1448,95766,132,
5.813335000,0.038727000,0,132,95766,
5.875274000,0.061939000,0,132,95766,
5.938845000,0.063571000,0,132,95766,
5.956882000,0.018037000,1448,98662,132,
6.001258000,0.044376000,0,132,95766,
6.019173000,0.017915000,1448,101558,132,
6.063620000,0.044447000,0,132,95766,
6.083500000,0.019880000,1448,104454,132,
6.126283000,0.042783000,0,132,95766,
6.146502000,0.020219000,1448,107350,132,
6.188555000,0.042053000,0,132,98662,1.547350000
6.210086000,0.021531000,1448,110246,132,
6.251210000,0.041124000,0,132,101558,1.547360000
6.272725000,0.021515000,1448,113142,132,
6.314209000,0.041484000,0,132,104454,1.548702000
6.336484000,0.022275000,1448,116038,132,
6.375575000,0.039091000,0,132,107350,1.548182000
6.399771000,0.024196000,1448,118934,132,
6.439146000,0.039375000,0,132,110246,1.548764000
6.462993000,0.023847000,1448,121830,132,
6.500445000,0.037452000,0,132,113142,1.548151000
6.513399000,0.012954000,1448,124726,132,
6.564257000,0.050858000,0,132,116038,1.548110000
6.564525000,0.000268000,1448,127622,132,
6.614615000,0.050090000,1448,129070,132,
6.625512000,0.010897000,0,132,118934,1.547889000
6.665516000,0.040004000,1448,134862,132,
6.688743000,0.023227000,0,132,121830,1.547427000
6.715632000,0.026889000,1448,136310,132,
6.750984000,0.035352000,0,132,124726,1.548076000
6.766441000,0.015457000,1448,137758,132,
6.814038000,0.047597000,0,132,127622,1.547601000
6.817038000,0.003000000,1448,139206,132,
6.867924000,0.050886000,1448,140654,132,
6.875997000,0.008073000,0,132,129070,1.609509000
6.918016000,0.042019000,1448,142102,132,
6.938893000,0.020877000,0,132,134862,1.348399000
6.968317000,0.029424000,1448,143550,132,
7.000448000,0.032131000,0,132,136310,0.334932000
7.019434000,0.018986000,1448,144998,132,
7.064073000,0.044639000,0,132,137758,0.348441000
7.070081000,0.006008000,1448,146446,132,
7.121025000,0.050944000,1448,147894,132,
7.126236000,0.005211000,0,132,139206,0.359795000
7.170713000,0.044477000,1448,149342,132,
7.188862000,0.018149000,0,132,140654,0.371824000
7.222435000,0.033573000,1448,150790,132,
7.251137000,0.028702000,0,132,142102,0.383213000
7.271609000,0.020472000,1448,152238,132,
7.313726000,0.042117000,0,132,143550,0.395710000
7.323121000,0.009395000,1448,153686,132,
7.373871000,0.050750000,1448,155134,132,
7.375485000,0.001614000,0,132,144998,0.407168000
7.423928000,0.048443000,1448,156582,132,
7.438259000,0.014331000,0,132,146446,0.418825000
7.474770000,0.036511000,1448,158030,132,
7.500525000,0.025755000,0,132,147894,0.430444000
7.525095000,0.024570000,1448,159478,132,
7.564379000,0.039284000,0,132,149342,0.443354000
7.575636000,0.011257000,1448,160926,132,
7.626064000,0.050428000,1448,162374,132,
7.626371000,0.000307000,0,132,150790,0.455658000
7.676155000,0.049784000,1448,163822,132,
7.688978000,0.012823000,0,132,152238,0.466543000
7.726345000,0.037367000,1448,165270,132,
7.751003000,0.024658000,0,132,153686,0.479394000
7.776730000,0.025727000,1448,166718,132,
7.814230000,0.037500000,0,132,155134,0.491109000
7.827211000,0.012981000,1448,168166,132,
7.876148000,0.048937000,0,132,156582,0.502277000
7.877261000,0.001113000,1448,169614,132,
7.927426000,0.050165000,1448,171062,132,
7.939013000,0.011587000,0,132,158030,0.515085000
7.978181000,0.039168000,1448,172510,132,
8.000550000,0.022369000,0,132,159478,0.525780000
8.029270000,0.028720000,1448,173958,132,
8.064184000,0.034914000,0,132,160926,0.539089000
8.078574000,0.014390000,1448,175406,132,
8.125785000,0.047211000,0,132,162374,0.550149000
8.130366000,0.004581000,1448,176854,132,
8.188587000,0.058221000,0,132,163822,0.562523000
8.213145000,0.024558000,1448,178302,132,
8.251276000,0.038131000,0,132,165270,0.575121000
8.297693000,0.046417000,1448,179750,132,
8.314177000,0.016484000,0,132,166718,0.587832000
8.375529000,0.061352000,0,132,168166,0.598799000
8.381166000,0.005637000,1448,181198,132,
8.438749000,0.057583000,0,132,169614,0.611538000
8.465449000,0.026700000,1448,182646,132,
8.501026000,0.035577000,0,132,171062,0.623765000
8.549694000,0.048668000,1448,184094,132,
8.563963000,0.014269000,0,132,171062,
8.625902000,0.061939000,0,132,171062,
8.634090000,0.008188000,1448,185542,132,
8.688720000,0.054630000,0,132,171062,
8.697102000,0.008382000,1448,186990,132,
8.751013000,0.053911000,0,132,171062,
8.759974000,0.008961000,1448,188438,132,
8.813820000,0.053846000,0,132,171062,
8.823006000,0.009186000,1448,189886,132,
8.875795000,0.052789000,0,132,171062,
8.885184000,0.009389000,1448,171062,132,
8.938693000,0.053509000,0,132,171062,
8.950146000,0.011453000,1448,191334,132,
9.000574000,0.050428000,0,132,171062,
9.011155000,0.010581000,1448,192782,132,
9.063726000,0.052571000,0,132,171062,
9.075298000,0.011572000,1448,194230,132,
9.125789000,0.050491000,0,132,171062,
