frame.time_relative,frame.time_delta,tcp.len,tcp.seq,tcp.ack,tcp.analysis.ack_rtt
0.000000000,0.000000000,0,0,0,
0.107512000,0.064474000,0,0,1,0.107512000
0.249663000,0.142151000,0,1,1,0.142151000
0.249730000,0.000067000,131,1,1,
0.351994000,0.102264000,0,1,132,0.102264000
0.370860000,0.018866000,197,1,132,
0.372152000,0.001292000,1448,198,132,
0.372221000,0.000069000,1448,1646,132,
0.372230000,0.000009000,1448,3094,132,
0.372238000,0.000008000,1448,4542,132,
0.372245000,0.000007000,1448,5990,132,
0.372378000,0.000133000,1448,7438,132,
0.372440000,0.000062000,1448,8886,132,
0.372450000,0.000010000,1448,10334,132,
0.372457000,0.000007000,1448,11782,132,
0.499602000,0.026525000,0,132,198,0.128742000
0.562179000,0.017551000,0,132,1646,0.190027000
0.602759000,0.040580000,1448,13230,132,
0.602852000,0.000093000,1448,14678,132,
0.625153000,0.022301000,0,132,3094,0.252932000
0.666399000,0.012514000,1448,16126,132,
0.666486000,0.000087000,1448,17574,132,
0.687668000,0.021182000,0,132,4542,0.315438000
0.728015000,0.040347000,1448,19022,132,
0.728166000,0.000151000,1448,20470,132,
0.749991000,0.021825000,0,132,4542,
0.789011000,0.039020000,1448,21918,132,
0.789087000,0.000076000,1448,23366,132,
0.812214000,0.023127000,0,132,4542,
0.850965000,0.009330000,1448,4542,132,
0.875069000,0.024104000,0,132,4542,
0.914983000,0.039914000,1448,5990,132,
0.937213000,0.022230000,0,132,4542,
0.978051000,0.040838000,1448,7438,132,
0.999258000,0.021207000,0,132,4542,
1.040017000,0.040759000,1448,8886,132,
1.103287000,0.063270000,1448,10334,132,
1.124939000,0.021652000,0,132,4542,
1.187911000,0.062972000,0,132,5990,0.815673000
1.229039000,0.041128000,1448,11782,132,
1.249313000,0.020274000,0,132,7438,0.877068000
1.291656000,0.042343000,1448,20470,132,
1.312506000,0.020850000,0,132,8886,0.940128000
1.351899000,0.039393000,1448,23366,132,
1.352012000,0.000113000,1448,24814,132,
1.375059000,0.023047000,0,132,10334,1.002619000
1.415653000,0.040594000,1448,26262,132,
1.415759000,0.000106000,1448,27710,132,
1.438425000,0.022666000,0,132,11782,1.065975000
1.478509000,0.040084000,1448,29158,132,
1.478584000,0.000075000,1448,30606,132,
1.499580000,0.020996000,0,132,20470,0.771565000
1.542544000,0.042964000,1448,32054,132,
1.562367000,0.019823000,0,132,23366,0.773356000
1.602687000,0.040320000,1448,33502,132,
1.624883000,0.022196000,0,132,24814,0.835796000
1.665496000,0.040613000,1448,34950,132,
1.688266000,0.022770000,0,132,26262,0.336254000
1.728605000,0.040339000,1448,36398,132,
1.750126000,0.021521000,0,132,27710,0.334473000
1.790677000,0.040551000,1448,37846,132,
1.812526000,0.021849000,0,132,27710,
1.853846000,0.041320000,1448,39294,132,
1.874723000,0.020877000,0,132,27710,
1.916272000,0.041549000,1448,27710,132,
1.937380000,0.021108000,0,132,27710,
1.999804000,0.062424000,0,132,27710,
2.041659000,0.041855000,1448,30606,132,
2.063266000,0.021607000,0,132,27710,
2.105349000,0.042083000,1448,40742,132,
2.124935000,0.019586000,0,132,27710,
2.167242000,0.042307000,1448,42190,132,
2.187071000,0.019829000,0,132,27710,
2.229010000,0.041939000,1448,43638,132,
2.250060000,0.021050000,0,132,30606,0.771551000
2.291270000,0.041210000,1448,45086,132,
2.312764000,0.021494000,0,132,40742,0.458918000
2.354433000,0.041669000,1448,46534,132,
2.416631000,0.062198000,1448,47982,132,
2.437934000,0.021303000,0,132,42190,0.332585000
2.499371000,0.061437000,0,132,45086,0.270361000
2.541842000,0.042471000,1448,49430,132,
2.603502000,0.061660000,1448,50878,132,
2.603632000,0.000130000,1448,52326,132,
2.624992000,0.021360000,0,132,47982,0.270559000
2.728745000,0.103753000,1448,53774,132,
2.728962000,0.000217000,1448,55222,132,
2.749997000,0.021035000,0,132,50878,0.208155000
2.813072000,0.063075000,0,132,52326,0.209570000
2.853311000,0.040239000,1448,56670,132,
2.853472000,0.000161000,1448,58118,132,
2.874604000,0.021132000,0,132,53774,0.270972000
2.916914000,0.042310000,1448,59566,132,
2.917022000,0.000108000,1448,61014,132,
2.937847000,0.020825000,0,132,55222,0.209102000
2.977877000,0.040030000,1448,62462,132,
3.000048000,0.022171000,0,132,56670,0.271086000
3.041635000,0.041587000,1448,63910,132,
3.062998000,0.021363000,0,132,58118,0.209687000
3.104274000,0.041276000,1448,65358,132,
3.124943000,0.020669000,0,132,59566,0.271471000
3.166532000,0.041589000,1448,66806,132,
3.228631000,0.062099000,1448,68254,132,
3.250356000,0.021725000,0,132,61014,0.333442000
3.250493000,0.000137000,0,132,62462,0.333471000
3.354613000,0.104120000,1448,69702,132,
3.374693000,0.020080000,0,132,65358,0.333058000
3.478507000,0.103814000,1448,71150,132,
3.478592000,0.000085000,1448,72598,132,
3.499634000,0.021042000,0,132,68254,0.333102000
3.602438000,0.102804000,1448,74046,132,
3.602530000,0.000092000,1448,75494,132,
3.624577000,0.022047000,0,132,71150,0.269964000
3.728031000,0.103454000,1448,76942,132,
3.728118000,0.000087000,1448,78390,132,
3.749719000,0.021601000,0,132,74046,0.271127000
3.851801000,0.102082000,1448,79838,132,
3.851879000,0.000078000,1448,81286,132,
