frame.time_relative,frame.time_delta,tcp.len,tcp.seq,tcp.ack,tcp.analysis.ack_rtt
0.000000000,0.000000000,0,0,0,
0.201880000,0.074241000,0,0,1,0.201880000
0.500026000,0.281043000,0,1,1,0.298146000
0.500083000,0.000057000,131,1,1,
0.701373000,0.201290000,0,1,132,0.201290000
0.712682000,0.011309000,197,1,132,
0.718148000,0.005466000,1448,198,132,
0.718213000,0.000065000,1448,1646,132,
0.718218000,0.000005000,1448,3094,132,
0.718222000,0.000004000,1448,4542,132,
0.718225000,0.000003000,1448,5990,132,
0.718228000,0.000003000,1448,7438,132,
0.718232000,0.000004000,1448,8886,132,
0.718235000,0.000003000,1448,10334,132,
0.718239000,0.000004000,1448,11782,132,
0.999861000,0.052879000,0,132,198,0.287179000
1.062882000,0.063021000,0,132,1646,0.344734000
1.124192000,0.016594000,0,132,3094,0.405979000
1.187615000,0.047832000,0,132,4542,0.469397000
1.200090000,0.012475000,1448,13230,132,
1.200168000,0.000078000,1448,14678,132,
1.249567000,0.049399000,0,132,5990,0.531345000
1.264349000,0.014782000,1448,16126,132,
1.264418000,0.000069000,1448,17574,132,
1.312706000,0.048288000,0,132,7438,0.594481000
1.325215000,0.012509000,1448,19022,132,
1.325252000,0.000037000,1448,20470,132,
1.374152000,0.048900000,0,132,8886,0.655924000
1.388302000,0.014150000,1448,21918,132,
1.388371000,0.000069000,1448,23366,132,
1.449782000,0.061411000,1448,24814,132,
1.449856000,0.000074000,1448,26262,132,
1.499270000,0.049414000,0,132,8886,
1.513395000,0.014125000,1448,27710,132,
1.513453000,0.000058000,1448,29158,132,
1.562827000,0.049374000,0,132,8886,
1.575621000,0.012794000,1448,30606,132,
1.575664000,0.000043000,1448,32054,132,
1.624478000,0.048814000,0,132,8886,
1.687206000,0.062728000,0,132,8886,
1.699648000,0.012442000,1448,8886,132,
1.749388000,0.049740000,0,132,8886,
1.812907000,0.063519000,0,132,8886,
1.825444000,0.012537000,1448,10334,132,
1.937587000,0.112143000,0,132,8886,
1.949958000,0.012371000,1448,11782,132,
1.999104000,0.049146000,0,132,8886,
2.062701000,0.063597000,0,132,8886,
2.123996000,0.061295000,0,132,8886,
2.137946000,0.013950000,1448,33502,132,
2.187582000,0.049636000,0,132,8886,
2.249876000,0.062294000,0,132,8886,
2.263786000,0.013910000,1448,34950,132,
2.312500000,0.048714000,0,132,10334,1.594268000
2.374688000,0.062188000,0,132,11782,1.656453000
2.437429000,0.062741000,0,132,29158,0.924034000
2.451434000,0.014005000,1448,29158,132,
2.451503000,0.000069000,1448,36398,132,
2.499338000,0.047835000,0,132,29158,
2.512279000,0.012941000,1448,32054,132,
2.512362000,0.000083000,1448,37846,132,
2.562594000,0.050232000,0,132,29158,
2.576075000,0.013481000,1448,39294,132,
2.638332000,0.062257000,1448,40742,132,
2.700806000,0.062474000,1448,42190,132,
2.749474000,0.048668000,0,132,32054,1.173853000
2.762050000,0.012576000,1448,43638,132,
2.812648000,0.050598000,0,132,32054,
2.874976000,0.062328000,0,132,37846,0.423473000
2.937705000,0.062729000,0,132,39294,0.425343000
2.950521000,0.012816000,1448,45086,132,
2.999866000,0.049345000,0,132,40742,0.423791000
3.012289000,0.012423000,1448,46534,132,
3.062695000,0.050406000,0,132,42190,0.424363000
3.075496000,0.012801000,1448,47982,132,
3.124832000,0.049336000,0,132,43638,0.424026000
3.138365000,0.013533000,1448,49430,132,
3.187823000,0.049458000,0,132,45086,0.425773000
3.201462000,0.013639000,1448,50878,132,
3.249797000,0.048335000,0,132,46534,0.299276000
3.262401000,0.012604000,1448,52326,132,
3.312742000,0.050341000,0,132,47982,0.300453000
