frame.time_relative,ip.src,ip.dst,udp.length
"0.000000000","10.0.0.2","10.0.0.1","1208"
"0.113272000","10.0.0.1","10.0.0.2","1288"
"0.113360000","10.0.0.1","10.0.0.2","287"
"0.113367000","10.0.0.1","10.0.0.2","59"
"0.239426000","10.0.0.2","10.0.0.1","1358"
"0.239491000","10.0.0.2","10.0.0.1","36"
"0.239498000","10.0.0.2","10.0.0.1","36"
"0.245923000","10.0.0.2","10.0.0.1","102"
"0.245984000","10.0.0.2","10.0.0.1","61"
"0.314819000","10.0.0.1","10.0.0.2","1288"
"0.314889000","10.0.0.1","10.0.0.2","1288"
"0.343044000","10.0.0.1","10.0.0.2","334"
"0.347546000","10.0.0.1","10.0.0.2","52"
"0.347579000","10.0.0.1","10.0.0.2","54"
"0.354167000","10.0.0.1","10.0.0.2","170"
"0.354238000","10.0.0.1","10.0.0.2","1288"
"0.355492000","10.0.0.1","10.0.0.2","1288"
"0.355550000","10.0.0.1","10.0.0.2","1288"
"0.355557000","10.0.0.1","10.0.0.2","1288"
"0.355561000","10.0.0.1","10.0.0.2","1288"
"0.355565000","10.0.0.1","10.0.0.2","1288"
"0.355569000","10.0.0.1","10.0.0.2","1288"
"0.355573000","10.0.0.1","10.0.0.2","1288"
"0.355578000","10.0.0.1","10.0.0.2","1288"
"0.355581000","10.0.0.1","10.0.0.2","1288"
"0.361111000","10.0.0.1","10.0.0.2","1288"
"0.366968000","10.0.0.1","10.0.0.2","1288"
"0.373695000","10.0.0.1","10.0.0.2","1288"
"0.380457000","10.0.0.1","10.0.0.2","1288"
"0.385136000","10.0.0.1","10.0.0.2","1288"
"0.391025000","10.0.0.1","10.0.0.2","1288"
"0.396673000","10.0.0.1","10.0.0.2","1288"
"0.402605000","10.0.0.1","10.0.0.2","1288"
"0.408599000","10.0.0.1","10.0.0.2","1288"
"0.415414000","10.0.0.1","10.0.0.2","1288"
"0.418910000","10.0.0.1","10.0.0.2","1288"
"0.425592000","10.0.0.1","10.0.0.2","1288"
"0.432773000","10.0.0.1","10.0.0.2","1288"
"0.438811000","10.0.0.1","10.0.0.2","1288"
"0.443215000","10.0.0.1","10.0.0.2","1288"
"0.449679000","10.0.0.2","10.0.0.1","75"
"0.449690000","10.0.0.1","10.0.0.2","1288"
"0.455141000","10.0.0.1","10.0.0.2","688"
"0.455363000","10.0.0.2","10.0.0.1","35"
"0.457470000","10.0.0.1","10.0.0.2","1288"
"0.462842000","10.0.0.1","10.0.0.2","1288"
"0.467055000","10.0.0.2","10.0.0.1","36"
"0.469236000","10.0.0.1","10.0.0.2","1288"
"0.473208000","10.0.0.2","10.0.0.1","35"
"0.476710000","10.0.0.1","10.0.0.2","1288"
"0.478637000","10.0.0.2","10.0.0.1","35"
"0.481053000","10.0.0.1","10.0.0.2","1288"
"0.485320000","10.0.0.2","10.0.0.1","35"
"0.485382000","10.0.0.2","10.0.0.1","35"
"0.487661000","10.0.0.1","10.0.0.2","1288"
"0.496978000","10.0.0.2","10.0.0.1","35"
"0.503708000","10.0.0.2","10.0.0.1","35"
"0.503762000","10.0.0.2","10.0.0.1","35"
"0.509298000","10.0.0.2","10.0.0.1","35"
"0.515598000","10.0.0.2","10.0.0.1","35"
"0.521152000","10.0.0.2","10.0.0.1","35"
"0.527672000","10.0.0.2","10.0.0.1","35"
"0.539415000","10.0.0.2","10.0.0.1","35"
"0.539469000","10.0.0.2","10.0.0.1","35"
"0.545213000","10.0.0.2","10.0.0.1","35"
"0.551354000","10.0.0.1","10.0.0.2","1288"
"0.551369000","10.0.0.2","10.0.0.1","35"
"0.555704000","10.0.0.1","10.0.0.2","1288"
"0.563765000","10.0.0.2","10.0.0.1","35"
"0.563822000","10.0.0.2","10.0.0.1","35"
"0.567807000","10.0.0.1","10.0.0.2","1288"
"0.569709000","10.0.0.2","10.0.0.1","35"
"0.574733000","10.0.0.1","10.0.0.2","1288"
"0.574809000","10.0.0.1","10.0.0.2","1288"
"0.574818000","10.0.0.1","10.0.0.2","1288"
"0.574824000","10.0.0.1","10.0.0.2","1288"
"0.580021000","10.0.0.1","10.0.0.2","1288"
"0.580076000","10.0.0.1","10.0.0.2","1288"
"0.581729000","10.0.0.2","10.0.0.1","35"
"0.581791000","10.0.0.2","10.0.0.1","35"
"0.586685000","10.0.0.1","10.0.0.2","1288"
"0.586762000","10.0.0.1","10.0.0.2","1288"
"0.586770000","10.0.0.1","10.0.0.2","1288"
"0.586777000","10.0.0.1","10.0.0.2","1288"
"0.593416000","10.0.0.2","10.0.0.1","35"
"0.593552000","10.0.0.2","10.0.0.1","35"
"0.598422000","10.0.0.1","10.0.0.2","1288"
"0.598467000","10.0.0.1","10.0.0.2","1288"
"0.605127000","10.0.0.2","10.0.0.1","36"
"0.605161000","10.0.0.2","10.0.0.1","35"
"0.606184000","10.0.0.1","10.0.0.2","1288"
"0.606223000","10.0.0.1","10.0.0.2","1288"
"0.606227000","10.0.0.1","10.0.0.2","1288"
"0.606231000","10.0.0.1","10.0.0.2","1288"
"0.607655000","10.0.0.1","10.0.0.2","1288"
"0.609907000","10.0.0.1","10.0.0.2","721"
"0.613149000","10.0.0.1","10.0.0.2","1288"
"0.616503000","10.0.0.1","10.0.0.2","1288"
"0.617204000","10.0.0.2","10.0.0.1","35"
"0.617238000","10.0.0.2","10.0.0.1","35"
"0.620905000","10.0.0.1","10.0.0.2","1288"
"0.626951000","10.0.0.1","10.0.0.2","1288"
"0.629654000","10.0.0.1","10.0.0.2","1288"
"0.629654000","10.0.0.2","10.0.0.1","35"
"0.629715000","10.0.0.2","10.0.0.1","35"
"0.633076000","10.0.0.1","10.0.0.2","1288"
"0.636985000","10.0.0.1","10.0.0.2","1288"
"0.641519000","10.0.0.1","10.0.0.2","1288"
"0.645089000","10.0.0.1","10.0.0.2","1288"
"0.649505000","10.0.0.1","10.0.0.2","1288"
"0.651603000","10.0.0.1","10.0.0.2","1288"
"0.656276000","10.0.0.1","10.0.0.2","1288"
"0.659589000","10.0.0.1","10.0.0.2","1288"
"0.662916000","10.0.0.1","10.0.0.2","1288"
"0.665420000","10.0.0.2","10.0.0.1","35"
"0.666756000","10.0.0.1","10.0.0.2","1288"
"0.670975000","10.0.0.1","10.0.0.2","1288"
"0.671602000","10.0.0.2","10.0.0.1","35"
"0.671647000","10.0.0.2","10.0.0.1","35"
"0.674410000","10.0.0.1","10.0.0.2","1288"
"0.678106000","10.0.0.1","10.0.0.2","1288"
"0.682571000","10.0.0.1","10.0.0.2","1288"
"0.683587000","10.0.0.2","10.0.0.1","35"
"0.684660000","10.0.0.1","10.0.0.2","1288"
"0.688559000","10.0.0.1","10.0.0.2","1288"
"0.688762000","10.0.0.2","10.0.0.1","35"
"0.692125000","10.0.0.1","10.0.0.2","1288"
"0.694925000","10.0.0.2","10.0.0.1","35"
"0.696020000","10.0.0.1","10.0.0.2","1288"
"0.698475000","10.0.0.1","10.0.0.2","1288"
"0.700885000","10.0.0.2","10.0.0.1","35"
"0.702688000","10.0.0.1","10.0.0.2","1288"
"0.704991000","10.0.0.1","10.0.0.2","1288"
"0.706894000","10.0.0.2","10.0.0.1","35"
"0.707637000","10.0.0.1","10.0.0.2","722"
"0.709931000","10.0.0.1","10.0.0.2","1288"
"0.713379000","10.0.0.2","10.0.0.1","35"
"0.713456000","10.0.0.1","10.0.0.2","1288"
"0.717592000","10.0.0.1","10.0.0.2","1288"
"0.718887000","10.0.0.1","10.0.0.2","1288"
"0.719112000","10.0.0.2","10.0.0.1","35"
"0.722125000","10.0.0.1","10.0.0.2","1288"
"0.726208000","10.0.0.1","10.0.0.2","1288"
"0.729732000","10.0.0.1","10.0.0.2","1288"
"0.731200000","10.0.0.1","10.0.0.2","1288"
"0.731240000","10.0.0.2","10.0.0.1","35"
