frame.time_relative,ip.src,ip.dst,udp.length
"0.000000000","10.0.0.2","10.0.0.1","1208"
"0.210736000","10.0.0.1","10.0.0.2","1288"
"0.210837000","10.0.0.1","10.0.0.2","286"
"0.210843000","10.0.0.1","10.0.0.2","59"
"0.412563000","10.0.0.1","10.0.0.2","1288"
"0.412640000","10.0.0.1","10.0.0.2","1288"
"0.425884000","10.0.0.2","10.0.0.1","1208"
"0.432754000","10.0.0.2","10.0.0.1","196"
"0.432802000","10.0.0.2","10.0.0.1","36"
"0.432805000","10.0.0.2","10.0.0.1","36"
"0.432809000","10.0.0.2","10.0.0.1","102"
"0.432813000","10.0.0.2","10.0.0.1","61"
"0.634617000","10.0.0.1","10.0.0.2","334"
"0.634724000","10.0.0.1","10.0.0.2","54"
"0.640422000","10.0.0.1","10.0.0.2","170"
"0.640535000","10.0.0.1","10.0.0.2","1288"
"0.640546000","10.0.0.1","10.0.0.2","1288"
"0.640552000","10.0.0.1","10.0.0.2","1288"
"0.640558000","10.0.0.1","10.0.0.2","1288"
"0.640566000","10.0.0.1","10.0.0.2","1288"
"0.640571000","10.0.0.1","10.0.0.2","1288"
"0.640578000","10.0.0.1","10.0.0.2","1288"
"0.640584000","10.0.0.1","10.0.0.2","1288"
"0.640590000","10.0.0.1","10.0.0.2","1288"
"0.640596000","10.0.0.1","10.0.0.2","1288"
"0.652539000","10.0.0.1","10.0.0.2","1288"
"0.663477000","10.0.0.1","10.0.0.2","1288"
"0.672585000","10.0.0.1","10.0.0.2","1288"
"0.685573000","10.0.0.1","10.0.0.2","1288"
"0.694780000","10.0.0.1","10.0.0.2","1288"
"0.706563000","10.0.0.1","10.0.0.2","1288"
"0.716296000","10.0.0.1","10.0.0.2","1288"
"0.726427000","10.0.0.1","10.0.0.2","1288"
"0.737439000","10.0.0.1","10.0.0.2","1288"
"0.748370000","10.0.0.1","10.0.0.2","1288"
"0.757946000","10.0.0.1","10.0.0.2","1288"
"0.770041000","10.0.0.1","10.0.0.2","1288"
"0.779834000","10.0.0.1","10.0.0.2","1288"
"0.790185000","10.0.0.1","10.0.0.2","1288"
"0.799679000","10.0.0.1","10.0.0.2","1288"
"0.811256000","10.0.0.1","10.0.0.2","1288"
"0.820731000","10.0.0.1","10.0.0.2","688"
"0.827135000","10.0.0.1","10.0.0.2","1288"
"0.838598000","10.0.0.1","10.0.0.2","1288"
"0.846435000","10.0.0.2","10.0.0.1","75"
"0.848934000","10.0.0.1","10.0.0.2","1288"
"0.851853000","10.0.0.2","10.0.0.1","36"
"0.851891000","10.0.0.2","10.0.0.1","35"
"0.859180000","10.0.0.1","10.0.0.2","1288"
"0.864142000","10.0.0.2","10.0.0.1","35"
"0.864214000","10.0.0.2","10.0.0.1","35"
"0.868552000","10.0.0.1","10.0.0.2","1288"
"0.870092000","10.0.0.2","10.0.0.1","35"
"0.875480000","10.0.0.2","10.0.0.1","35"
"0.879937000","10.0.0.1","10.0.0.2","1288"
"0.887969000","10.0.0.2","10.0.0.1","35"
"0.888021000","10.0.0.2","10.0.0.1","35"
"0.899345000","10.0.0.2","10.0.0.1","35"
"0.906142000","10.0.0.2","10.0.0.1","35"
"0.906197000","10.0.0.2","10.0.0.1","35"
"0.917850000","10.0.0.2","10.0.0.1","35"
"0.917889000","10.0.0.2","10.0.0.1","35"
"0.923704000","10.0.0.2","10.0.0.1","35"
"0.930054000","10.0.0.2","10.0.0.1","35"
"0.936049000","10.0.0.2","10.0.0.1","35"
"0.941630000","10.0.0.2","10.0.0.1","35"
"0.954530000","10.0.0.2","10.0.0.1","35"
"0.966355000","10.0.0.2","10.0.0.1","35"
"0.977876000","10.0.0.2","10.0.0.1","35"
"0.984394000","10.0.0.2","10.0.0.1","35"
"0.995725000","10.0.0.2","10.0.0.1","35"
"1.008188000","10.0.0.2","10.0.0.1","35"
"1.019613000","10.0.0.2","10.0.0.1","35"
"1.025860000","10.0.0.2","10.0.0.1","36"
"1.032298000","10.0.0.2","10.0.0.1","35"
"1.043718000","10.0.0.2","10.0.0.1","35"
"1.048351000","10.0.0.1","10.0.0.2","1288"
"1.048425000","10.0.0.1","10.0.0.2","1288"
"1.052148000","10.0.0.1","10.0.0.2","1288"
"1.052229000","10.0.0.1","10.0.0.2","1288"
"1.052239000","10.0.0.1","10.0.0.2","1288"
"1.052247000","10.0.0.1","10.0.0.2","1288"
"1.052255000","10.0.0.1","10.0.0.2","1288"
"1.056230000","10.0.0.2","10.0.0.1","35"
"1.066114000","10.0.0.1","10.0.0.2","1288"
"1.066155000","10.0.0.1","10.0.0.2","1288"
"1.066159000","10.0.0.1","10.0.0.2","1288"
"1.066163000","10.0.0.1","10.0.0.2","1288"
"1.067570000","10.0.0.2","10.0.0.1","35"
"1.069703000","10.0.0.1","10.0.0.2","1288"
"1.073964000","10.0.0.2","10.0.0.1","35"
"1.075093000","10.0.0.1","10.0.0.2","1288"
"1.083481000","10.0.0.1","10.0.0.2","1288"
"1.086393000","10.0.0.2","10.0.0.1","35"
"1.091035000","10.0.0.1","10.0.0.2","1288"
"1.098426000","10.0.0.1","10.0.0.2","1288"
"1.107481000","10.0.0.1","10.0.0.2","1288"
"1.113618000","10.0.0.1","10.0.0.2","1288"
"1.121159000","10.0.0.1","10.0.0.2","1288"
"1.128568000","10.0.0.1","10.0.0.2","1288"
"1.135048000","10.0.0.1","10.0.0.2","721"
"1.138522000","10.0.0.1","10.0.0.2","1288"
"1.144860000","10.0.0.1","10.0.0.2","1288"
"1.150918000","10.0.0.1","10.0.0.2","1288"
"1.157452000","10.0.0.1","10.0.0.2","1288"
"1.162915000","10.0.0.1","10.0.0.2","1288"
"1.170047000","10.0.0.1","10.0.0.2","1288"
"1.175682000","10.0.0.1","10.0.0.2","1288"
"1.181466000","10.0.0.1","10.0.0.2","1288"
"1.186617000","10.0.0.1","10.0.0.2","1288"
"1.194410000","10.0.0.1","10.0.0.2","1288"
"1.199318000","10.0.0.1","10.0.0.2","1288"
"1.203893000","10.0.0.1","10.0.0.2","1288"
"1.210365000","10.0.0.1","10.0.0.2","1288"
