frame.time_relative,frame.time_delta,tcp.len,tcp.seq,tcp.ack,tcp.analysis.ack_rtt
0.095993000,0.031870000,0,0,0,
0.346116000,0.031831000,0,0,1,0.250123000
0.371917000,0.025801000,0,1,1,0.025801000
0.371988000,0.000071000,142,1,1,
0.411611000,0.039623000,0,1,143,0.039623000
0.894739000,0.310123000,0,1,143,
0.910835000,0.016096000,1448,1,143,
0.911998000,0.001163000,1448,1449,143,
0.912045000,0.000047000,1448,2897,143,
0.912837000,0.000792000,1448,4345,143,
0.912920000,0.000083000,1448,5793,143,
0.912927000,0.000007000,1448,7241,143,
0.912932000,0.000005000,1448,8689,143,
0.912936000,0.000004000,1448,10137,143,
0.912940000,0.000004000,1448,11585,143,
0.912946000,0.000006000,1448,13033,143,
0.934130000,0.021184000,0,143,1449,0.023295000
0.934198000,0.000068000,0,143,2897,0.022200000
0.936521000,0.002323000,0,143,4345,0.024476000
0.939712000,0.003191000,0,143,5793,0.026875000
0.939756000,0.000044000,0,143,7241,0.026836000
0.939761000,0.000005000,0,143,8689,0.026834000
0.942924000,0.003163000,0,143,10137,0.029992000
0.942980000,0.000056000,0,143,11585,0.030044000
0.944241000,0.001261000,0,143,13033,0.031301000
0.944281000,0.000040000,0,143,14481,0.031335000
1.303604000,0.101398000,1448,14481,143,
1.303661000,0.000057000,1448,15929,143,
1.318452000,0.014791000,1448,18825,143,
1.318477000,0.000025000,1448,17377,143,
1.318479000,0.000002000,1448,20273,143,
1.318480000,0.000001000,1448,21721,143,
1.318482000,0.000002000,1448,23169,143,
1.318483000,0.000001000,1448,24617,143,
1.318485000,0.000002000,1448,26065,143,
1.318486000,0.000001000,1448,27513,143,
1.318488000,0.000002000,1448,30409,143,
1.318490000,0.000002000,1448,28961,143,
1.326879000,0.008389000,0,143,15929,0.023275000
1.329916000,0.003037000,0,143,17377,0.026255000
1.342014000,0.012098000,0,143,17377,
1.342047000,0.000033000,0,143,20273,0.023595000
1.343151000,0.001104000,0,143,21721,0.024672000
1.345188000,0.002037000,0,143,23169,0.026708000
1.348339000,0.003151000,0,143,24617,0.029857000
1.348354000,0.000015000,0,143,26065,0.029871000
1.349432000,0.001078000,0,143,27513,0.030947000
1.349448000,0.000016000,0,143,28961,0.030962000
1.351628000,0.002180000,0,143,28961,
1.351631000,0.000003000,0,143,31857,0.033143000
1.364920000,0.013289000,1448,31857,143,
1.364953000,0.000033000,1448,33305,143,
1.379963000,0.015010000,1448,34753,143,
1.380044000,0.000081000,1448,36201,143,
1.380050000,0.000006000,1448,39097,143,
1.380054000,0.000004000,1448,37649,143,
1.386259000,0.006205000,1448,41993,143,
1.386299000,0.000040000,1448,40545,143,
1.387918000,0.001619000,0,143,33305,0.022998000
1.401756000,0.013838000,0,143,36201,0.021793000
1.404871000,0.000611000,0,143,37649,0.024827000
1.407071000,0.002200000,0,143,40545,0.027021000
1.410116000,0.003045000,0,143,40545,
1.410134000,0.000018000,0,143,43441,0.023875000
1.578333000,0.077965000,1448,43441,143,
1.578402000,0.000069000,1448,44889,143,
1.594755000,0.016353000,1448,46337,143,
1.594784000,0.000029000,1448,47785,143,
1.603535000,0.008751000,0,143,46337,0.025133000
1.611543000,0.008008000,1448,52129,143,
1.611571000,0.000028000,1448,49233,143,
1.611573000,0.000002000,1448,50681,143,
1.617694000,0.006121000,1448,55025,143,
1.617749000,0.000055000,1448,53577,143,
1.618719000,0.000970000,0,143,49233,0.023935000
1.633482000,0.014763000,1448,56473,143,
1.633572000,0.000090000,1448,57921,143,
1.635391000,0.001819000,0,143,49233,
1.635430000,0.000039000,0,143,50681,0.023859000
1.637697000,0.002267000,0,143,53577,0.026154000
1.640820000,0.003123000,0,143,53577,
1.640852000,0.000032000,0,143,56473,0.023158000
1.644000000,0.003148000,1448,59369,143,
1.644052000,0.000052000,1448,60817,143,
1.658797000,0.014745000,0,143,59369,0.025225000
1.667626000,0.008829000,1448,62265,143,
1.667688000,0.000062000,1448,63713,143,
1.667694000,0.000006000,1448,65161,143,
1.667697000,0.000003000,1448,66609,143,
1.668665000,0.000968000,1448,68057,143,
1.669069000,0.000404000,0,143,62265,0.025017000
1.679518000,0.010449000,1448,69505,143,
1.686721000,0.007203000,1448,72401,143,
1.686772000,0.000051000,1448,70953,143,
1.686779000,0.000007000,1448,73849,143,
