frame.time_relative,frame.time_delta,tcp.len,tcp.seq,tcp.ack,tcp.analysis.ack_rtt
0.089603000,0.031310000,0,0,0,
0.401953000,0.067902000,0,0,1,0.312350000
0.425607000,0.023654000,0,1,1,0.023654000
0.425651000,0.000044000,142,1,1,
0.461357000,0.035706000,0,1,143,0.035706000
0.913484000,0.031481000,0,1,143,
0.914656000,0.001172000,1448,1,143,
0.914788000,0.000132000,1448,1449,143,
0.914795000,0.000007000,1448,2897,143,
0.914853000,0.000058000,1448,4345,143,
0.914859000,0.000006000,1448,5793,143,
0.914863000,0.000004000,1448,7241,143,
0.914867000,0.000004000,1448,8689,143,
0.914871000,0.000004000,1448,10137,143,
0.915995000,0.001124000,1448,11585,143,
0.916021000,0.000026000,1448,13033,143,
0.936173000,0.020152000,0,143,1449,0.021517000
0.938006000,0.001833000,0,143,2897,0.023218000
0.942338000,0.004332000,0,143,4345,0.027543000
0.942393000,0.000055000,0,143,5793,0.027540000
0.942397000,0.000004000,0,143,7241,0.027538000
0.942399000,0.000002000,0,143,8689,0.027536000
0.943631000,0.001232000,0,143,10137,0.028764000
0.946660000,0.003029000,0,143,11585,0.031789000
0.946681000,0.000021000,0,143,13033,0.030686000
0.949364000,0.002683000,0,143,14481,0.033343000
1.220797000,0.271433000,1448,14481,143,
1.220848000,0.000051000,1448,15929,143,
1.220853000,0.000005000,1448,17377,143,
1.220857000,0.000004000,1448,18825,143,
1.220860000,0.000003000,1448,20273,143,
1.220864000,0.000004000,1448,21721,143,
1.220867000,0.000003000,1448,23169,143,
1.220871000,0.000004000,1448,24617,143,
1.220875000,0.000004000,1448,26065,143,
1.220878000,0.000003000,1448,27513,143,
1.220881000,0.000003000,1448,28961,143,
1.220884000,0.000003000,1448,30409,143,
1.244191000,0.023307000,0,143,15929,0.023394000
1.245568000,0.001377000,0,143,17377,0.024720000
1.248518000,0.002950000,0,143,18825,0.027665000
1.249753000,0.001235000,0,143,20273,0.028896000
1.249791000,0.000038000,0,143,21721,0.028931000
1.249795000,0.000004000,0,143,23169,0.028931000
1.252097000,0.002302000,0,143,24617,0.031230000
1.255633000,0.003536000,0,143,26065,0.034762000
1.255642000,0.000009000,0,143,27513,0.034767000
1.255645000,0.000003000,0,143,28961,0.034767000
1.255649000,0.000004000,0,143,30409,0.034768000
1.258925000,0.003276000,0,143,31857,0.038041000
1.285248000,0.026323000,1448,31857,143,
1.285309000,0.000061000,1448,33305,143,
1.285315000,0.000006000,1448,34753,143,
1.285319000,0.000004000,1448,36201,143,
1.285323000,0.000004000,1448,37649,143,
1.285327000,0.000004000,1448,39097,143,
1.289454000,0.004127000,1448,40545,143,
1.302442000,0.012988000,1448,41993,143,
1.309097000,0.006655000,0,143,33305,0.023849000
1.311154000,0.002057000,0,143,36201,0.025839000
1.312342000,0.001188000,0,143,39097,0.027019000
1.314480000,0.002138000,0,143,41993,0.025026000
1.366423000,0.014733000,0,143,43441,0.063981000
1.514275000,0.147852000,1448,43441,143,
1.514354000,0.000079000,1448,44889,143,
1.514360000,0.000006000,1448,46337,143,
1.514363000,0.000003000,1448,47785,143,
1.531080000,0.016717000,1448,49233,143,
1.531145000,0.000065000,1448,50681,143,
1.531151000,0.000006000,1448,52129,143,
1.531155000,0.000004000,1448,53577,143,
1.541853000,0.010698000,0,143,46337,0.027499000
1.541887000,0.000034000,0,143,49233,0.027524000
1.551863000,0.009976000,1448,55025,143,
1.551939000,0.000076000,1448,56473,143,
1.555553000,0.003614000,0,143,52129,0.024408000
1.557943000,0.002390000,0,143,53577,0.026792000
1.557998000,0.000055000,0,143,55025,0.026843000
1.560201000,0.002203000,1448,57921,143,
1.560256000,0.000055000,1448,59369,143,
