bif_mean,bif_std,bif_max,bif_min,rtt_avg,label
12790.666666666666,3595.7856814146567,15928.0,5792.0,0.321084,bbr
7240.0,1448.0,8688.0,5792.0,0.2595185,bbr
7529.6,1211.4837184213413,8688.0,5792.0,0.260537,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.261971,bbr
7240.0,1448.0,8688.0,5792.0,0.26286,bbr
7240.0,1448.0,8688.0,5792.0,0.265914,bbr
7529.6,1211.4837184213413,8688.0,5792.0,0.267202,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.26914150000000003,bbr
7964.0,1518.6752121503794,10136.0,5792.0,0.270876,bbr
9170.666666666666,1495.4879694155572,11584.0,7240.0,0.297555,bbr
10425.6,1211.4837184213413,11584.0,8688.0,0.336928,bbr
12066.666666666666,1182.2870491833473,13032.0,10136.0,0.39887700000000004,bbr
14238.666666666666,591.1435245916736,14480.0,13032.0,0.0,bbr
17169.14285714286,999.2149299277288,18824.0,15928.0,0.0,bbr
13756.0,1518.6752121503794,15928.0,11584.0,0.689042,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.33549,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.30623900000000004,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.3080605,bbr
7529.6,1211.4837184213413,8688.0,5792.0,0.30941399999999997,bbr
8688.0,1448.0,10136.0,7240.0,0.31237349999999997,bbr
7964.0,1518.6752121503794,10136.0,5792.0,0.31306900000000004,bbr
8688.0,1295.130572567878,10136.0,7240.0,0.3128425,bbr
10425.6,1211.4837184213413,11584.0,8688.0,0.323659,bbr
10860.0,1518.6752121503794,13032.0,8688.0,0.360255,bbr
13514.666666666666,1182.2870491833473,14480.0,11584.0,0.0,bbr
16548.571428571428,1139.2803074957537,17376.0,14480.0,0.0,bbr
16652.0,3002.636707961854,20272.0,13032.0,0.682817,bbr
13032.0,4692.056265647291,17376.0,7240.0,0.387569,bbr
8688.0,1448.0,10136.0,7240.0,0.3233665,bbr
8688.0,1295.130572567878,10136.0,7240.0,0.31994849999999997,bbr
8688.0,1448.0,10136.0,7240.0,0.3177795,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.3150265,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.3119995,bbr
8688.0,1295.130572567878,10136.0,7240.0,0.310002,bbr
10425.6,1211.4837184213413,11584.0,8688.0,0.32257,bbr
6660.8,793.1022632674805,7240.0,5792.0,0.0,bbr
6950.4,3139.1891946806904,10136.0,2896.0,0.209953,bbr
3475.2,1650.9740155435518,5792.0,1448.0,0.163196,bbr
5502.4,1211.4837184213413,7240.0,4344.0,0.184907,bbr
7529.6,1211.4837184213413,8688.0,5792.0,0.209688,bbr
7964.0,1518.6752121503794,10136.0,5792.0,0.2448245,bbr
8688.0,1448.0,10136.0,7240.0,0.292525,bbr
10136.0,1295.130572567878,11584.0,8688.0,0.0,bbr
13032.0,1295.130572567878,14480.0,11584.0,0.0,bbr
12452.8,5475.661348184345,17376.0,5792.0,0.327536,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.262259,bbr
7240.0,1448.0,8688.0,5792.0,0.2598975,bbr
7240.0,1448.0,8688.0,5792.0,0.2546835,bbr
6660.8,1650.9740155435518,8688.0,4344.0,0.252078,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.249915,bbr
8688.0,1295.130572567878,10136.0,7240.0,0.285105,bbr
12066.666666666666,747.7439847077786,13032.0,11584.0,0.0,bbr
13997.333333333334,4163.262310576487,17376.0,5792.0,0.324106,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.259517,bbr
7240.0,1448.0,8688.0,5792.0,0.25621700000000003,bbr
7240.0,1448.0,8688.0,5792.0,0.25338150000000004,bbr
7240.0,1295.130572567878,8688.0,5792.0,0.251397,bbr
7529.6,1211.4837184213413,8688.0,5792.0,0.250409,bbr
8688.0,1448.0,10136.0,7240.0,0.28671199999999997,bbr
9556.8,793.1022632674805,10136.0,8688.0,0.374001,bbr
12066.666666666666,747.7439847077786,13032.0,11584.0,0.0,bbr
9515.42857142857,5211.267499599397,15928.0,4344.0,0.2278665,bbr
5792.0,1448.0,7240.0,4344.0,0.193546,bbr
5792.0,1448.0,7240.0,4344.0,0.190284,bbr
6081.6,1211.4837184213413,7240.0,4344.0,0.189146,bbr
7964.0,1518.6752121503794,10136.0,5792.0,0.256425,bbr
8688.0,1448.0,10136.0,7240.0,0.323536,bbr
8688.0,1295.130572567878,10136.0,7240.0,0.3162345,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.3137995,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.311859,bbr
6950.4,1211.4837184213413,8688.0,5792.0,0.30807850000000003,bbr
